"","player_id","year","second_won","second_serve"
"10307",105572,"2016",68,100
"10308",105572,"2015",164,292
"10309",105572,"2015",141,252
"10310",105572,"2014",5,14
"10311",105572,"2008",8,20
"10312",105572,"2014",19,26
"10313",105573,"2011",NA,NA
"10314",105573,"2008",NA,NA
"10315",105573,"2009",NA,NA
"10316",105573,"2010",NA,NA
"10317",105575,"2021",236,473
"10318",105575,"2018",220,369
"10319",105575,"2015",NA,NA
"10320",105575,"2014",NA,NA
"10321",105575,"2021",228,381
"10322",105575,"2011",NA,NA
"10323",105575,"2010",NA,NA
"10324",105575,"2017",NA,NA
"10325",105575,"2013",NA,NA
"10326",105575,"2017",122,224
"10327",105575,"2023",NA,NA
"10328",105575,"2022",131,263
"10329",105575,"2020",133,245
"10330",105575,"2011",194,379
"10331",105575,"2009",NA,NA
"10332",105575,"2018",224,439
"10333",105575,"2016",191,313
"10334",105575,"2014",117,217
"10335",105575,"2008",25,54
"10336",105575,"2020",151,263
"10337",105575,"2012",179,268
"10338",105575,"2022",NA,NA
"10339",105575,"2016",230,454
"10340",105575,"2019",NA,NA
"10341",105575,"2019",198,363
"10342",105575,"2012",78,147
"10343",105575,"2013",311,553
"10344",105575,"2024",46,78
"10345",105577,"2021",216,462
"10346",105577,"2018",129,208
"10347",105577,"2018",274,526
"10348",105577,"2015",NA,NA
"10349",105577,"2022",NA,NA
"10350",105577,"2024",1,5
"10351",105577,"2014",NA,NA
"10352",105577,"2021",136,224
"10353",105577,"2016",341,697
"10354",105577,"2017",149,265
"10355",105577,"2019",102,208
"10356",105577,"2020",144,295
"10357",105577,"2017",231,431
"10358",105577,"2024",11,22
"10359",105577,"2019",109,190
"10360",105577,"2013",NA,NA
"10361",105577,"2016",194,289
"10362",105577,"2020",259,426
"10363",105577,"2023",16,27
"10364",105577,"2008",NA,NA
"10365",105577,"2011",NA,NA
"10366",105577,"2012",NA,NA
"10367",105577,"2023",43,73
"10368",105578,"2018",11,15
"10369",105579,"2016",28,52
"10370",105579,"2017",32,72
"10371",105579,"2016",49,73
"10372",105579,"2007",NA,NA
"10373",105579,"2011",NA,NA
"10374",105579,"2010",NA,NA
"10375",105579,"2012",NA,NA
"10376",105579,"2009",NA,NA
"10377",105579,"2013",NA,NA
"10378",105583,"2011",50,124
"10379",105583,"2018",397,748
"10380",105583,"2011",39,68
"10381",105583,"2017",297,540
"10382",105583,"2018",381,645
"10383",105583,"2010",NA,NA
"10384",105583,"2012",NA,NA
"10385",105583,"2023",261,524
"10386",105583,"2015",NA,NA
"10387",105583,"2020",212,352
"10388",105583,"2012",2,6
"10389",105583,"2021",332,648
"10390",105583,"2020",205,386
"10391",105583,"2024",229,414
"10392",105583,"2023",262,506
"10393",105583,"2022",NA,NA
"10394",105583,"2013",NA,NA
"10395",105583,"2021",300,492
"10396",105583,"2017",NA,NA
"10397",105583,"2019",258,425
"10398",105583,"2016",285,509
"10399",105583,"2022",308,565
"10400",105583,"2014",NA,NA
"10401",105583,"2015",333,617
"10402",105583,"2019",318,636
"10403",105583,"2016",282,447
"10404",105583,"2024",NA,NA
"10405",105585,"2019",41,73
"10406",105585,"2018",30,47
"10407",105585,"2017",14,26
"10408",105585,"2012",42,76
"10409",105585,"2011",10,15
"10410",105585,"2017",32,68
"10411",105585,"2012",NA,NA
"10412",105585,"2014",NA,NA
"10413",105585,"2016",41,64
"10414",105585,"2015",NA,NA
"10415",105585,"2013",NA,NA
"10416",105585,"2009",NA,NA
"10417",105585,"2010",NA,NA
"10418",105585,"2016",67,113
"10419",105585,"2018",19,36
"10420",105585,"2011",NA,NA
"10421",105586,"2013",NA,NA
"10422",105586,"2014",NA,NA
"10423",105586,"2015",NA,NA
"10424",105586,"2016",1,16
"10425",105587,"2021",11,16
"10426",105587,"2018",NA,NA
"10427",105587,"2015",NA,NA
"10428",105589,"2015",NA,NA
"10429",105589,"2014",NA,NA
"10430",105589,"2017",131,250
"10431",105589,"2010",10,23
"10432",105589,"2018",57,90
"10433",105589,"2015",58,105
"10434",105589,"2016",37,54
"10435",105589,"2018",79,165
"10436",105589,"2021",17,27
"10437",105589,"2013",23,45
"10438",105589,"2016",102,203
"10439",105589,"2017",111,168
"10440",105589,"2022",6,13
"10441",105590,"2013",NA,NA
"10442",105590,"2009",NA,NA
"10443",105590,"2012",NA,NA
"10444",105590,"2011",NA,NA
"10445",105590,"2015",NA,NA
"10446",105590,"2014",NA,NA
"10447",105590,"2008",NA,NA
"10448",105590,"2010",NA,NA
"10449",105591,"2013",12,27
"10450",105596,"2016",43,71
"10451",105596,"2016",28,60
"10452",105596,"2017",28,68
"10453",105601,"2010",NA,NA
"10454",105606,"2018",4,9
"10455",105606,"2011",NA,NA
"10456",105606,"2015",NA,NA
"10457",105609,"2010",17,32
"10458",105613,"2022",NA,NA
"10459",105613,"2022",40,61
"10460",105613,"2015",NA,NA
"10461",105613,"2018",58,109
"10462",105613,"2020",120,198
"10463",105613,"2019",21,31
"10464",105613,"2019",NA,NA
"10465",105613,"2014",NA,NA
"10466",105613,"2021",130,266
"10467",105613,"2024",11,22
"10468",105613,"2017",141,293
"10469",105613,"2017",33,66
"10470",105613,"2020",122,236
"10471",105613,"2021",NA,NA
"10472",105614,"2018",86,128
"10473",105614,"2020",19,38
"10474",105614,"2018",146,244
"10475",105614,"2023",6,14
"10476",105614,"2013",26,36
"10477",105614,"2012",27,47
"10478",105614,"2019",254,430
"10479",105614,"2013",36,72
"10480",105614,"2010",16,33
"10481",105614,"2014",34,73
"10482",105614,"2014",200,374
"10483",105614,"2011",9,17
"10484",105614,"2022",18,30
"10485",105614,"2012",27,64
"10486",105614,"2019",60,91
"10487",105621,"2024",NA,NA
"10488",105625,"2010",NA,NA
"10489",105626,"2018",13,25
"10490",105626,"2016",24,43
"10491",105626,"2015",NA,NA
"10492",105626,"2016",21,35
"10493",105626,"2019",NA,NA
"10494",105626,"2018",21,54
"10495",105630,"2013",NA,NA
"10496",105630,"2017",7,19
"10497",105630,"2016",1,4
"10498",105633,"2017",68,112
"10499",105633,"2024",NA,NA
"10500",105633,"2009",NA,NA
"10501",105633,"2014",NA,NA
"10502",105633,"2016",60,118
"10503",105633,"2012",NA,NA
"10504",105633,"2012",6,8
"10505",105633,"2017",15,28
"10506",105633,"2010",NA,NA
"10507",105633,"2022",NA,NA
"10508",105633,"2018",24,45
"10509",105633,"2021",NA,NA
"10510",105633,"2023",NA,NA
"10511",105633,"2015",6,17
"10512",105633,"2018",42,65
"10513",105633,"2020",NA,NA
"10514",105633,"2019",NA,NA
"10515",105634,"2019",23,48
"10516",105634,"2018",36,65
"10517",105634,"2018",38,77
"10518",105634,"2014",19,36
"10519",105634,"2017",14,22
"10520",105638,"2014",31,60
"10521",105638,"2011",43,68
"10522",105641,"2015",53,97
"10523",105641,"2019",NA,NA
"10524",105641,"2014",149,290
"10525",105641,"2016",32,57
"10526",105641,"2021",11,16
"10527",105641,"2023",NA,NA
"10528",105641,"2022",20,28
"10529",105641,"2014",NA,NA
"10530",105641,"2016",43,69
"10531",105641,"2018",15,26
"10532",105641,"2010",NA,NA
"10533",105641,"2015",77,149
"10534",105641,"2013",NA,NA
"10535",105643,"2014",293,483
"10536",105643,"2019",232,354
"10537",105643,"2014",417,728
"10538",105643,"2020",130,229
"10539",105643,"2011",46,67
"10540",105643,"2016",509,812
"10541",105643,"2012",116,228
"10542",105643,"2010",37,66
"10543",105643,"2023",21,33
"10544",105643,"2017",146,242
"10545",105643,"2022",109,167
"10546",105643,"2018",159,263
"10547",105643,"2012",66,99
"10548",105643,"2020",186,357
"10549",105643,"2022",261,521
"10550",105643,"2023",27,41
"10551",105643,"2021",300,601
"10552",105643,"2013",224,355
"10553",105643,"2009",13,26
"10554",105643,"2016",466,840
"10555",105643,"2013",105,211
"10556",105643,"2015",NA,NA
"10557",105643,"2018",324,582
"10558",105643,"2011",36,64
"10559",105643,"2019",318,595
"10560",105643,"2021",NA,NA
"10561",105643,"2017",161,281
"10562",105649,"2019",130,255
"10563",105649,"2016",11,17
"10564",105649,"2013",11,19
"10565",105649,"2013",22,38
"10566",105649,"2017",99,167
"10567",105649,"2012",NA,NA
"10568",105649,"2019",106,183
"10569",105649,"2011",47,109
"10570",105649,"2020",60,107
"10571",105649,"2011",73,134
"10572",105649,"2020",35,50
"10573",105649,"2017",72,171
"10574",105649,"2021",22,68
"10575",105649,"2022",20,45
"10576",105649,"2018",14,34
"10577",105649,"2022",13,21
"10578",105649,"2021",7,17
"10579",105650,"2016",14,30
"10580",105650,"2016",22,40
"10581",105651,"2014",20,33
"10582",105655,"2022",25,44
"10583",105655,"2015",16,32
"10584",105655,"2015",57,106
"10585",105655,"2012",40,75
"10586",105655,"2012",20,37
"10587",105655,"2022",6,14
"10588",105655,"2016",7,23
"10589",105655,"2014",25,53
"10590",105656,"2008",NA,NA
"10591",105656,"2010",NA,NA
"10592",105656,"2019",NA,NA
"10593",105656,"2023",NA,NA
"10594",105656,"2011",NA,NA
"10595",105656,"2014",NA,NA
"10596",105656,"2024",18,33
"10597",105656,"2019",8,15
"10598",105656,"2020",NA,NA
"10599",105656,"2024",13,29
"10600",105656,"2022",NA,NA
"10601",105656,"2021",NA,NA
"10602",105656,"2017",NA,NA
"10603",105656,"2012",NA,NA
"10604",105656,"2015",NA,NA
"10605",105656,"2007",NA,NA
"10606",105656,"2016",79,109
"10607",105656,"2018",19,29
"10608",105656,"2018",21,42
"10609",105656,"2013",NA,NA
"10610",105657,"2015",NA,NA
"10611",105657,"2016",121,215
"10612",105657,"2009",NA,NA
"10613",105657,"2009",20,44
"10614",105657,"2011",12,21
"10615",105657,"2018",297,456
"10616",105657,"2012",NA,NA
"10617",105657,"2024",6,16
"10618",105657,"2013",NA,NA
"10619",105657,"2011",NA,NA
"10620",105657,"2018",416,741
"10621",105657,"2014",67,122
"10622",105657,"2017",145,233
"10623",105657,"2017",292,540
"10624",105657,"2010",17,40
"10625",105657,"2021",32,43
"10626",105657,"2022",NA,NA
"10627",105657,"2016",76,110
"10628",105657,"2019",NA,NA
"10629",105657,"2014",NA,NA
"10630",105662,"2010",NA,NA
"10631",105662,"2009",NA,NA
"10632",105662,"2008",NA,NA
"10633",105668,"2009",NA,NA
"10634",105668,"2008",NA,NA
"10635",105668,"2014",NA,NA
"10636",105668,"2020",NA,NA
"10637",105668,"2010",NA,NA
"10638",105668,"2016",56,98
"10639",105668,"2017",110,183
"10640",105668,"2012",NA,NA
"10641",105668,"2013",317,576
"10642",105668,"2015",NA,NA
"10643",105668,"2013",NA,NA
"10644",105668,"2017",102,177
"10645",105668,"2011",NA,NA
"10646",105671,"2012",NA,NA
"10647",105671,"2007",NA,NA
"10648",105671,"2015",61,107
"10649",105671,"2006",15,35
"10650",105671,"2021",18,39
"10651",105671,"2008",NA,NA
"10652",105671,"2018",117,235
"10653",105671,"2013",NA,NA
"10654",105671,"2017",198,388
"10655",105671,"2014",61,107
"10656",105671,"2014",NA,NA
"10657",105671,"2018",35,68
"10658",105671,"2016",213,344
"10659",105671,"2016",255,481
"10660",105671,"2017",157,281
"10661",105671,"2011",15,33
"10662",105671,"2015",NA,NA
"10663",105676,"2019",NA,NA
"10664",105676,"2022",NA,NA
"10665",105676,"2018",NA,NA
"10666",105676,"2019",382,766
"10667",105676,"2012",243,441
"10668",105676,"2014",NA,NA
"10669",105676,"2021",227,458
"10670",105676,"2016",822,1372
"10671",105676,"2023",NA,NA
"10672",105676,"2011",35,53
"10673",105676,"2024",312,547
"10674",105676,"2017",354,726
"10675",105676,"2017",NA,NA
"10676",105676,"2012",NA,NA
"10677",105676,"2013",NA,NA
"10678",105676,"2011",23,43
"10679",105676,"2018",250,476
"10680",105676,"2021",198,348
"10681",105676,"2020",221,397
"10682",105676,"2016",415,830
"10683",105676,"2024",218,463
"10684",105676,"2015",NA,NA
"10685",105676,"2020",180,378
"10686",105677,"2016",25,45
"10687",105677,"2016",5,15
"10688",105678,"2014",10,30
"10689",105678,"2014",20,35
"10690",105679,"2013",14,29
"10691",105679,"2014",4,11
"10692",105679,"2017",9,24
"10693",105681,"2011",NA,NA
"10694",105683,"2018",NA,NA
"10695",105683,"2017",475,698
"10696",105683,"2013",NA,NA
"10697",105683,"2021",119,159
"10698",105683,"2019",NA,NA
"10699",105683,"2009",21,43
"10700",105683,"2024",90,132
"10701",105683,"2012",NA,NA
"10702",105683,"2011",NA,NA
"10703",105683,"2023",57,113
"10704",105683,"2021",95,159
"10705",105683,"2017",NA,NA
"10706",105683,"2023",83,124
"10707",105683,"2015",NA,NA
"10708",105683,"2024",NA,NA
"10709",105683,"2020",NA,NA
"10710",105683,"2014",322,615
"10711",105683,"2016",838,1246
"10712",105683,"2016",NA,NA
"10713",105683,"2010",NA,NA
"10714",105683,"2020",339,488
"10715",105683,"2014",NA,NA
"10716",105688,"2012",NA,NA
"10717",105688,"2019",NA,NA
"10718",105688,"2017",13,30
"10719",105688,"2011",NA,NA
"10720",105688,"2018",19,33
"10721",105688,"2017",23,33
"10722",105688,"2020",20,32
"10723",105691,"2018",23,43
"10724",105692,"2017",9,20
"10725",105703,"2014",NA,NA
"10726",105703,"2017",32,56
"10727",105707,"2012",NA,NA
"10728",105707,"2017",26,56
"10729",105707,"2014",NA,NA
"10730",105707,"2018",27,51
"10731",105707,"2017",68,102
"10732",105707,"2011",14,27
"10733",105707,"2013",NA,NA
"10734",105711,"2012",5,10
"10735",105711,"2013",11,17
"10736",105714,"2024",20,41
"10737",105714,"2022",NA,NA
"10738",105717,"2010",NA,NA
"10739",105717,"2011",NA,NA
"10740",105720,"2012",NA,NA
"10741",105720,"2009",NA,NA
"10742",105723,"2015",NA,NA
"10743",105723,"2010",9,15
"10744",105723,"2012",103,207
"10745",105723,"2009",25,48
"10746",105723,"2013",285,550
"10747",105723,"2020",24,35
"10748",105723,"2012",35,58
"10749",105723,"2020",8,27
"10750",105723,"2015",150,336
"10751",105723,"2010",80,145
"10752",105723,"2009",24,43
"10753",105723,"2017",NA,NA
"10754",105723,"2021",17,39
"10755",105723,"2013",NA,NA
"10756",105723,"2014",NA,NA
"10757",105723,"2022",12,33
"10758",105723,"2011",68,137
"10759",105723,"2014",101,224
"10760",105723,"2016",322,623
"10761",105723,"2016",NA,NA
"10762",105723,"2023",9,20
"10763",105723,"2011",42,64
"10764",105723,"2017",212,376
"10765",105730,"2010",11,23
"10766",105730,"2009",30,65
"10767",105731,"2014",9,21
"10768",105731,"2010",NA,NA
"10769",105731,"2019",9,13
"10770",105731,"2019",23,30
"10771",105731,"2016",14,27
"10772",105731,"2017",12,22
"10773",105731,"2020",11,35
"10774",105731,"2022",28,59
"10775",105731,"2016",37,70
"10776",105731,"2021",14,27
"10777",105731,"2024",27,49
"10778",105732,"2015",149,229
"10779",105732,"2020",183,328
"10780",105732,"2022",43,89
"10781",105732,"2021",337,604
"10782",105732,"2017",175,267
"10783",105732,"2016",258,466
"10784",105732,"2024",37,68
"10785",105732,"2024",12,31
"10786",105732,"2017",300,569
"10787",105732,"2020",183,348
"10788",105732,"2023",5,14
"10789",105732,"2019",317,535
"10790",105732,"2022",24,33
"10791",105732,"2021",149,208
"10792",105732,"2015",106,204
"10793",105732,"2018",362,672
"10794",105732,"2018",452,739
"10795",105732,"2013",9,16
"10796",105732,"2019",368,694
"10797",105732,"2016",147,237
"10798",105732,"2013",48,81
"10799",105732,"2014",194,338
"10800",105732,"2014",115,174
"10801",105732,"2023",38,68
"10802",105733,"2013",104,154
"10803",105733,"2014",56,109
"10804",105733,"2014",19,43
"10805",105733,"2012",36,68
"10806",105733,"2015",5,15
"10807",105733,"2013",171,344
"10808",105738,"2008",NA,NA
"10809",105738,"2009",NA,NA
"10810",105738,"2016",12,18
"10811",105738,"2012",NA,NA
"10812",105738,"2016",12,28
"10813",105738,"2010",NA,NA
"10814",105738,"2014",NA,NA
"10815",105738,"2013",NA,NA
"10816",105738,"2011",NA,NA
"10817",105747,"2012",NA,NA
"10818",105747,"2022",10,18
"10819",105747,"2014",NA,NA
"10820",105747,"2020",NA,NA
"10821",105747,"2016",11,31
"10822",105747,"2023",NA,NA
"10823",105747,"2018",34,58
"10824",105747,"2018",21,48
"10825",105747,"2019",NA,NA
"10826",105751,"2016",17,27
"10827",105757,"2012",11,25
"10828",105757,"2021",8,20
"10829",105757,"2018",30,53
"10830",105757,"2019",13,28
"10831",105757,"2020",18,37
"10832",105757,"2019",NA,NA
"10833",105759,"2015",NA,NA
"10834",105773,"2011",NA,NA
"10835",105775,"2016",13,27
"10836",105777,"2010",NA,NA
"10837",105777,"2013",NA,NA
"10838",105777,"2015",337,643
"10839",105777,"2012",480,774
"10840",105777,"2014",281,516
"10841",105777,"2009",83,170
"10842",105777,"2011",368,670
"10843",105777,"2022",298,559
"10844",105777,"2024",757,1203
"10845",105777,"2021",318,519
"10846",105777,"2014",NA,NA
"10847",105777,"2016",384,718
"10848",105777,"2012",289,543
"10849",105777,"2021",244,442
"10850",105777,"2008",5,11
"10851",105777,"2015",NA,NA
"10852",105777,"2020",NA,NA
"10853",105777,"2023",NA,NA
"10854",105777,"2019",299,572
"10855",105777,"2013",344,635
"10856",105777,"2020",202,394
"10857",105777,"2009",NA,NA
"10858",105777,"2022",363,592
"10859",105777,"2011",260,413
"10860",105777,"2016",NA,NA
"10861",105777,"2017",305,562
"10862",105777,"2019",NA,NA
"10863",105777,"2018",302,552
"10864",105777,"2018",NA,NA
"10865",105777,"2024",268,518
"10866",105777,"2017",738,1187
"10867",105781,"2009",NA,NA
"10868",105781,"2010",NA,NA
"10869",105781,"2012",18,37
"10870",105782,"2016",12,28
"10871",105783,"2009",6,24
"10872",105783,"2014",19,35
"10873",105790,"2011",NA,NA
"10874",105790,"2014",NA,NA
"10875",105790,"2010",NA,NA
"10876",105790,"2016",28,44
"10877",105790,"2009",NA,NA
"10878",105790,"2012",NA,NA
"10879",105790,"2016",29,49
"10880",105790,"2015",NA,NA
"10881",105790,"2013",NA,NA
"10882",105798,"2017",25,49
"10883",105806,"2018",NA,NA
"10884",105806,"2021",16,32
"10885",105806,"2022",16,31
"10886",105806,"2017",68,106
"10887",105806,"2017",44,90
"10888",105806,"2024",NA,NA
"10889",105806,"2018",301,577
"10890",105806,"2020",10,20
"10891",105806,"2016",95,200
"10892",105806,"2013",25,48
"10893",105806,"2023",NA,NA
"10894",105806,"2014",NA,NA
"10895",105806,"2013",39,64
"10896",105806,"2015",NA,NA
"10897",105806,"2019",NA,NA
"10898",105806,"2016",140,220
"10899",105806,"2022",35,60
"10900",105807,"2013",98,213
"10901",105807,"2011",17,37
"10902",105807,"2021",NA,NA
"10903",105807,"2023",74,132
"10904",105807,"2020",145,303
"10905",105807,"2022",NA,NA
"10906",105807,"2014",318,654
"10907",105807,"2024",100,209
"10908",105807,"2024",121,192
"10909",105807,"2016",352,705
"10910",105807,"2020",298,507
"10911",105807,"2017",NA,NA
"10912",105807,"2016",617,1053
"10913",105807,"2022",554,854
"10914",105807,"2014",NA,NA
"10915",105807,"2017",338,688
"10916",105807,"2023",22,31
"10917",105807,"2013",122,229
"10918",105807,"2015",228,359
"10919",105807,"2015",415,802
"10920",105807,"2019",308,600
"10921",105807,"2018",448,754
"10922",105807,"2018",319,603
"10923",105807,"2019",428,698
"10924",105812,"2013",NA,NA
"10925",105812,"2019",NA,NA
"10926",105812,"2017",11,20
"10927",105812,"2020",NA,NA
"10928",105812,"2023",NA,NA
"10929",105812,"2017",12,22
"10930",105812,"2010",NA,NA
"10931",105812,"2015",NA,NA
"10932",105812,"2014",NA,NA
"10933",105812,"2018",3,8
"10934",105812,"2018",12,18
"10935",105812,"2012",NA,NA
"10936",105815,"2024",11,27
"10937",105815,"2019",244,430
"10938",105815,"2019",253,513
"10939",105815,"2020",222,429
"10940",105815,"2018",318,654
"10941",105815,"2017",79,186
"10942",105815,"2021",132,224
"10943",105815,"2018",268,430
"10944",105815,"2022",35,72
"10945",105815,"2021",NA,NA
"10946",105815,"2020",181,303
"10947",105815,"2017",18,27
"10948",105819,"2015",11,18
"10949",105819,"2019",187,382
"10950",105819,"2015",11,18
"10951",105819,"2019",98,153
"10952",105819,"2017",18,31
"10953",105819,"2024",15,26
"10954",105819,"2016",22,36
"10955",105819,"2017",26,42
"10956",105819,"2018",61,108
"10957",105819,"2023",23,47
"10958",105819,"2023",22,30
"10959",105819,"2018",86,176
"10960",105819,"2012",17,37
"10961",105820,"2015",NA,NA
"10962",105821,"2017",9,19
"10963",105826,"2015",19,32
"10964",105826,"2015",22,33
"10965",105827,"2019",NA,NA
"10966",105827,"2021",24,39
"10967",105827,"2015",NA,NA
"10968",105827,"2016",44,55
"10969",105827,"2014",NA,NA
"10970",105827,"2022",22,28
"10971",105827,"2020",31,75
"10972",105827,"2016",44,82
"10973",105827,"2018",13,17
"10974",105827,"2011",NA,NA
"10975",105827,"2018",31,50
"10976",105827,"2017",46,71
"10977",105827,"2010",NA,NA
"10978",105827,"2017",27,64
"10979",105830,"2014",NA,NA
"10980",105830,"2011",NA,NA
"10981",105831,"2010",21,40
"10982",105831,"2008",3,10
"10983",105831,"2012",29,53
"10984",105841,"2016",21,34
"10985",105841,"2023",4,13
"10986",105841,"2020",39,79
"10987",105841,"2020",32,68
"10988",105841,"2015",6,17
"10989",105841,"2021",13,23
"10990",105841,"2017",7,16
"10991",105842,"2013",NA,NA
"10992",105842,"2014",NA,NA
"10993",105842,"2019",18,36
"10994",105842,"2009",NA,NA
"10995",105842,"2014",42,70
"10996",105842,"2019",16,37
"10997",105842,"2016",66,135
"10998",105842,"2018",40,90
"10999",105842,"2015",NA,NA
"11000",105842,"2015",45,92
"11001",105842,"2012",NA,NA
"11002",105842,"2017",10,12
"11003",105842,"2017",73,149
"11004",105842,"2011",5,15
"11005",105842,"2016",65,114
"11006",105842,"2010",NA,NA
"11007",105842,"2011",NA,NA
"11008",105852,"2013",NA,NA
"11009",105853,"2016",14,35
"11010",105853,"2015",NA,NA
"11011",105853,"2014",NA,NA
"11012",105870,"2022",104,175
