"","player_id","year","bp_faced","bp_saved"
"2032",103066,"1998",10,6
"2033",103066,"2001",NA,NA
"2034",103066,"1998",12,8
"2035",103066,"2006",NA,NA
"2036",103066,"1997",NA,NA
"2038",103066,"2008",NA,NA
"2039",103066,"2003",NA,NA
"2042",103066,"2002",NA,NA
"2043",103076,"2008",7,4
"2044",103077,"1997",NA,NA
"2045",103077,"2003",4,2
"2046",103077,"2006",NA,NA
"2047",103077,"2002",NA,NA
"2048",103077,"2011",NA,NA
"2050",103077,"2007",NA,NA
"2051",103077,"2000",NA,NA
"2052",103077,"2006",17,10
"2055",103077,"1999",NA,NA
"2056",103077,"2004",NA,NA
"2057",103077,"2005",NA,NA
"2058",103080,"2008",NA,NA
"2061",103084,"2009",131,82
"2063",103084,"1998",NA,NA
"2064",103084,"1996",26,13
"2066",103084,"2003",28,15
"2067",103084,"1997",3,3
"2068",103084,"2000",NA,NA
"2072",103084,"1999",NA,NA
"2073",103084,"2000",119,60
"2075",103084,"1997",36,18
"2076",103084,"2002",186,92
"2077",103084,"2003",23,17
"2078",103084,"2001",273,180
"2079",103084,"2001",204,113
"2080",103084,"1998",128,69
"2081",103084,"2007",NA,NA
"2082",103084,"2008",NA,NA
"2083",103084,"2004",NA,NA
"2084",103096,"2011",22,11
"2085",103096,"2011",NA,NA
"2086",103096,"1998",239,119
"2087",103096,"2001",NA,NA
"2089",103096,"2009",183,109
"2091",103096,"1999",250,134
"2094",103096,"2005",NA,NA
"2095",103096,"2006",117,81
"2097",103096,"2002",NA,NA
"2100",103096,"1999",148,105
"2101",103096,"2010",NA,NA
"2102",103096,"2007",NA,NA
"2104",103096,"2007",187,108
"2106",103096,"2000",NA,NA
"2107",103096,"2004",NA,NA
"2108",103096,"2010",196,105
"2109",103096,"1997",80,41
"2112",103103,"2008",NA,NA
"2113",103103,"2001",NA,NA
"2115",103103,"2007",203,101
"2116",103103,"1996",NA,NA
"2117",103103,"2009",NA,NA
"2121",103103,"2007",NA,NA
"2122",103103,"2006",NA,NA
"2124",103103,"1996",17,14
"2127",103103,"2003",NA,NA
"2129",103103,"1998",NA,NA
"2130",103104,"2009",10,3
"2134",103104,"2006",31,18
"2135",103104,"2008",20,8
"2138",103104,"2003",2,2
"2147",103105,"2014",24,12
"2148",103105,"2012",111,60
"2149",103105,"2009",26,21
"2150",103105,"2011",186,109
"2151",103105,"2007",NA,NA
"2155",103105,"2006",160,102
"2158",103105,"2010",5,3
"2164",103105,"2003",17,9
"2168",103109,"2008",NA,NA
"2174",103110,"2005",NA,NA
"2177",103110,"2010",NA,NA
"2187",103114,"1999",9,6
"2190",103114,"2002",NA,NA
"2196",103114,"2003",17,9
"2197",103133,"2004",58,41
"2198",103133,"2001",9,5
"2201",103133,"2002",2,1
"2214",103151,"2004",NA,NA
"2216",103151,"1998",92,60
"2218",103151,"1998",92,53
"2223",103151,"2006",13,9
"2225",103151,"2005",133,75
"2235",103151,"2001",NA,NA
"2249",103157,"2001",16,9
"2253",103157,"2003",39,25
"2254",103157,"2000",19,15
"2256",103157,"2003",8,7
"2260",103163,"2012",112,80
"2261",103163,"2009",NA,NA
"2263",103163,"1996",17,15
"2264",103163,"2011",33,24
"2265",103163,"2008",96,66
"2272",103163,"2013",NA,NA
"2282",103163,"2013",200,143
"2283",103163,"2004",NA,NA
"2284",103163,"2002",NA,NA
"2285",103163,"2008",NA,NA
"2286",103163,"2015",12,8
"2292",103165,"2002",6,3
"2294",103165,"2007",NA,NA
"2295",103165,"2005",12,6
"2296",103165,"2012",8,4
"2299",103166,"2004",NA,NA
"2300",103166,"1998",NA,NA
"2301",103166,"1999",NA,NA
"2302",103166,"1996",NA,NA
"2303",103166,"2006",NA,NA
"2305",103166,"2000",NA,NA
"2308",103166,"1995",NA,NA
"2309",103166,"2002",NA,NA
"2310",103166,"2005",NA,NA
"2313",103166,"2002",73,43
"2319",103169,"2005",132,64
"2325",103169,"2003",39,27
"2327",103169,"2009",70,47
"2329",103171,"2009",5,3
"2330",103171,"2006",NA,NA
"2331",103171,"2005",24,18
"2332",103171,"2004",NA,NA
"2333",103171,"1998",30,16
"2334",103171,"2004",100,82
"2336",103171,"1998",3,2
"2339",103171,"1999",20,12
"2340",103171,"1996",10,6
"2348",103174,"2010",19,14
"2355",103174,"2000",21,14
"2357",103174,"2005",NA,NA
"2358",103174,"2003",NA,NA
"2359",103174,"2007",NA,NA
"2361",103175,"2005",12,6
"2362",103175,"2007",9,8
"2363",103175,"2007",10,6
"2364",103175,"2006",NA,NA
"2365",103175,"2005",10,6
"2367",103176,"2005",67,42
"2368",103176,"2001",194,98
"2369",103176,"2002",NA,NA
"2370",103176,"2001",86,57
"2371",103176,"2004",220,105
"2372",103176,"1999",12,7
"2373",103176,"2000",64,41
"2374",103176,"2002",225,125
"2375",103176,"2003",155,95
"2376",103176,"2003",NA,NA
"2377",103176,"1997",5,1
"2378",103176,"2005",131,57
"2379",103176,"2000",19,14
"2380",103176,"1998",22,13
"2381",103181,"2003",68,37
"2382",103181,"2002",37,14
"2383",103181,"1995",15,8
"2384",103181,"2000",NA,NA
"2385",103181,"2003",26,16
"2386",103181,"2006",174,101
"2387",103181,"2007",25,16
"2388",103181,"2006",58,38
"2389",103181,"2002",2,2
"2392",103181,"2008",47,30
"2393",103181,"2005",148,80
"2394",103181,"2004",75,46
"2395",103181,"2004",39,28
"2396",103181,"2009",24,14
"2397",103181,"2001",58,39
"2398",103181,"2005",49,34
"2399",103181,"1995",8,2
"2400",103181,"2008",NA,NA
"2401",103182,"2003",32,23
"2402",103182,"1994",14,10
"2403",103182,"1998",NA,NA
"2404",103182,"1999",127,61
"2405",103182,"2000",NA,NA
"2406",103182,"2005",14,10
"2407",103182,"1997",27,13
"2408",103182,"1998",23,10
"2409",103182,"2003",53,23
"2410",103182,"2002",NA,NA
"2411",103182,"2001",NA,NA
"2412",103182,"2001",192,109
"2413",103182,"1995",6,1
"2414",103182,"1999",NA,NA
"2415",103182,"1996",NA,NA
"2416",103182,"1996",6,5
"2418",103184,"2002",26,16
"2421",103184,"2005",NA,NA
"2422",103184,"2008",NA,NA
"2423",103184,"2006",7,2
"2424",103184,"1998",37,21
"2425",103184,"2004",6,4
"2426",103184,"2002",5,3
"2427",103184,"2007",NA,NA
"2428",103184,"2001",20,15
"2429",103184,"2003",5,4
"2430",103184,"1999",36,22
"2431",103184,"2009",NA,NA
"2432",103184,"2000",25,20
"2433",103184,"1999",5,4
"2434",103184,"2003",17,5
"2436",103185,"2007",5,2
"2437",103185,"2003",7,3
"2438",103185,"2000",14,5
"2440",103185,"2000",13,11
"2442",103185,"2002",4,3
"2446",103185,"2003",6,3
"2449",103188,"2000",69,38
"2450",103188,"2012",45,21
"2451",103188,"2001",162,82
"2452",103188,"2015",23,14
"2454",103188,"2009",8,5
"2455",103188,"2013",133,67
"2456",103188,"2012",94,46
"2457",103188,"1998",12,5
"2458",103188,"2006",18,9
"2461",103188,"2001",60,41
"2465",103188,"2010",59,33
"2471",103188,"2002",37,23
"2472",103188,"2011",45,24
"2473",103188,"2007",48,31
"2474",103193,"2000",32,15
"2475",103193,"1998",4,4
"2477",103193,"2003",14,9
"2500",103201,"2005",NA,NA
"2504",103201,"2004",NA,NA
"2513",103204,"2000",19,10
"2524",103205,"2003",NA,NA
"2529",103206,"2008",113,59
"2534",103206,"2000",NA,NA
"2537",103206,"2006",NA,NA
"2569",103229,"2005",NA,NA
"2573",103229,"1998",NA,NA
"2574",103229,"2004",NA,NA
"2575",103229,"2001",NA,NA
"2577",103230,"2005",14,12
"2578",103230,"2004",6,1
"2579",103230,"2003",6,6
"2580",103238,"2003",18,14
"2584",103238,"2007",4,3
"2585",103240,"2000",6,1
"2586",103240,"2004",30,14
"2587",103240,"2002",33,20
"2588",103240,"2010",2,2
"2594",103240,"2004",8,8
"2595",103240,"2005",106,68
"2597",103240,"2006",32,20
"2600",103240,"2008",32,23
"2602",103240,"2003",3,0
"2603",103240,"2001",20,9
"2604",103240,"1999",14,5
"2606",103240,"2005",217,125
"2608",103248,"2007",8,4
"2609",103248,"2003",NA,NA
"2610",103248,"2005",NA,NA
"2611",103248,"2006",16,7
"2612",103248,"2000",159,86
"2617",103248,"2002",NA,NA
"2621",103248,"2000",NA,NA
"2625",103250,"2003",3,1
"2628",103250,"2007",8,5
"2630",103250,"2002",12,7
"2633",103252,"2004",227,114
"2636",103252,"1997",NA,NA
"2637",103252,"2010",26,12
"2638",103252,"1999",NA,NA
"2639",103252,"1998",71,35
"2640",103252,"2005",267,139
"2641",103252,"1997",81,56
"2642",103252,"2009",51,40
"2643",103252,"1996",10,6
"2644",103252,"2006",106,70
"2645",103252,"2008",7,2
"2646",103252,"2007",120,62
"2647",103252,"1999",205,115
"2648",103252,"2001",198,133
"2650",103252,"2008",34,17
"2651",103252,"2001",290,156
"2652",103252,"2006",194,98
"2653",103252,"1998",7,4
"2654",103252,"1996",26,10
"2655",103252,"2002",173,109
"2660",103254,"2003",23,15
"2662",103254,"2001",NA,NA
"2663",103254,"2004",9,6
"2664",103254,"2001",3,1
"2665",103254,"2007",9,7
"2666",103254,"2002",2,1
"2667",103254,"2007",8,7
"2668",103254,"2005",10,8
"2669",103254,"2008",NA,NA
"2671",103264,"1998",115,72
"2672",103264,"2004",4,0
"2673",103264,"1997",1,1
"2674",103264,"1998",107,67
"2677",103264,"2002",35,16
"2679",103264,"2000",170,99
"2680",103264,"2001",NA,NA
"2681",103264,"1999",NA,NA
"2683",103264,"2005",NA,NA
"2684",103264,"2002",11,5
"2687",103280,"2001",14,9
"2689",103280,"2004",NA,NA
"2690",103280,"1998",5,3
"2691",103280,"2008",10,3
"2693",103280,"2000",9,6
"2694",103285,"1998",7,3
"2697",103285,"2015",81,45
"2698",103285,"2016",NA,NA
"2699",103285,"2003",111,76
"2700",103285,"2001",5,3
"2702",103285,"2007",NA,NA
"2703",103285,"2002",65,48
"2705",103285,"2005",226,165
"2708",103285,"2006",126,69
"2710",103285,"2004",NA,NA
"2714",103285,"2012",NA,NA
"2722",103285,"2017",23,20
"2723",103286,"2010",NA,NA
"2731",103290,"2001",12,8
"2736",103292,"2008",9,3
"2738",103292,"2001",NA,NA
"2739",103292,"2006",177,114
"2740",103292,"2007",45,26
"2742",103292,"2009",59,33
"2743",103292,"2004",215,125
"2744",103292,"2010",11,9
"2747",103292,"2005",NA,NA
"2748",103292,"2007",NA,NA
"2749",103292,"2005",236,138
"2751",103292,"1999",NA,NA
"2755",103294,"2004",159,81
"2756",103294,"2002",212,101
"2758",103294,"2006",203,83
"2759",103294,"2001",112,73
"2760",103294,"2009",NA,NA
"2761",103294,"2003",NA,NA
"2762",103294,"1999",2,1
"2763",103294,"2008",15,10
"2767",103294,"2007",NA,NA
"2774",103296,"2000",NA,NA
"2776",103296,"2003",NA,NA
"2786",103305,"2004",68,29
"2787",103305,"2001",105,57
"2788",103305,"2005",10,7
"2789",103305,"1997",27,16
"2790",103305,"2005",13,8
"2791",103305,"2000",20,15
"2792",103305,"2001",8,5
"2793",103316,"2005",NA,NA
"2794",103318,"1997",8,3
"2795",103318,"2003",99,35
"2796",103318,"2003",11,7
"2797",103318,"2002",43,29
"2798",103318,"2002",75,35
"2799",103318,"2004",13,9
"2800",103318,"2005",18,11
"2801",103318,"2004",NA,NA
"2802",103318,"1999",NA,NA
"2803",103318,"1998",NA,NA
"2804",103319,"2002",34,24
"2805",103319,"2004",27,22
"2806",103319,"2000",10,6
"2807",103319,"2001",9,4
"2809",103319,"2006",14,10
"2810",103319,"2005",3,1
"2811",103319,"2004",100,62
"2812",103319,"2002",NA,NA
"2813",103319,"2003",20,15
"2814",103319,"2003",80,43
"2815",103319,"1999",20,11
"2816",103319,"2006",26,17
"2817",103325,"2006",NA,NA
"2818",103325,"2003",NA,NA
"2819",103325,"2006",124,77
"2820",103325,"2007",69,46
"2822",103325,"2004",NA,NA
"2823",103325,"2002",NA,NA
"2824",103325,"2005",NA,NA
"2825",103333,"2007",NA,NA
"2826",103333,"2012",NA,NA
"2830",103333,"2019",19,15
"2831",103333,"2000",NA,NA
"2832",103333,"2009",NA,NA
"2833",103333,"2019",64,44
"2834",103333,"2008",NA,NA
"2835",103333,"2018",47,39
"2836",103333,"2014",77,62
"2839",103333,"2016",87,72
"2841",103333,"2017",45,38
"2843",103333,"2014",124,82
"2844",103333,"2006",NA,NA
"2847",103333,"2013",67,43
"2851",103333,"2017",78,51
"2852",103333,"2002",NA,NA
"2853",103333,"2016",127,81
"2856",103333,"2001",NA,NA
"2857",103333,"2003",45,36
"2858",103333,"2020",1,1
"2864",103339,"2007",15,10
"2866",103339,"2006",5,3
"2870",103344,"2008",NA,NA
"2871",103344,"2008",53,41
"2875",103344,"2004",NA,NA
"2876",103344,"2007",NA,NA
"2877",103344,"2010",102,72
"2879",103344,"1999",71,54
"2880",103344,"2009",162,101
"2883",103344,"2000",NA,NA
"2884",103344,"2011",75,49
"2887",103344,"1996",9,2
"2889",103344,"2010",NA,NA
"2893",103344,"1998",NA,NA
"2894",103344,"2005",NA,NA
"2898",103356,"2000",91,47
"2899",103356,"2003",NA,NA
"2901",103356,"2001",166,110
"2912",103373,"2003",5,4
"2914",103373,"2000",3,0
"2927",103385,"2005",11,5
"2929",103385,"2007",8,4
"2930",103387,"1998",NA,NA
"2938",103387,"2004",NA,NA
"2940",103387,"2006",NA,NA
"2941",103387,"2002",NA,NA
"2943",103393,"2008",NA,NA
"2944",103393,"2004",7,3
"2945",103393,"2010",29,17
"2947",103393,"2004",9,4
"2954",103393,"2006",8,3
"2957",103395,"2010",9,3
"2959",103395,"2002",5,2
"2963",103395,"2006",32,18
"2964",103395,"2002",20,13
"2971",103401,"2008",38,23
"2972",103401,"2008",81,43
"2974",103401,"2012",33,25
"2980",103401,"2012",13,5
"2983",103401,"2006",NA,NA
"2989",103401,"2014",14,11
"2995",103403,"2004",NA,NA
"2996",103403,"2004",4,3
"2997",103403,"2002",9,5
"2999",103403,"2007",11,7
"3000",103408,"2006",13,8
"3001",103408,"2005",3,1
"3005",103408,"2005",18,11
"3007",103408,"2002",39,27
"3016",103413,"2001",NA,NA
"3019",103420,"1996",16,6
"3020",103420,"1996",15,6
"3021",103420,"2005",93,43
"3022",103420,"1998",10,5
"3032",103420,"1999",12,7
"3033",103420,"1997",NA,NA
"3038",103427,"2009",NA,NA
"3039",103427,"2006",NA,NA
"3041",103427,"2004",NA,NA
"3042",103427,"2010",NA,NA
"3046",103428,"1999",24,13
"3047",103428,"2001",63,42
"3048",103428,"2002",NA,NA
"3051",103428,"2003",NA,NA
"3058",103428,"2012",149,83
"3059",103428,"2000",NA,NA
"3062",103428,"2008",NA,NA
"3063",103428,"2008",126,65
"3064",103429,"2010",NA,NA
"3067",103429,"2006",NA,NA
"3068",103429,"2011",7,3
"3070",103429,"2003",31,22
"3071",103429,"2007",20,15
"3072",103429,"2008",NA,NA
"3073",103429,"2005",37,24
"3074",103429,"2009",12,9
"3075",103429,"2009",47,25
"3078",103429,"2007",NA,NA
"3082",103435,"2008",5,2
"3083",103437,"2008",6,2
"3084",103437,"2009",9,4
"3085",103444,"2002",56,30
"3086",103444,"2012",NA,NA
"3087",103444,"2008",NA,NA
"3092",103444,"2002",55,32
"3093",103444,"2004",NA,NA
"3094",103444,"2000",8,6
"3095",103444,"1999",6,4
"3098",103444,"2006",14,8
"3099",103444,"2009",NA,NA
"3100",103444,"2001",42,20
"3101",103444,"2005",184,97
"3102",103444,"2004",27,18
"3103",103444,"2003",186,98
"3106",103444,"2003",103,60
"3107",103444,"2005",83,51
"3114",103451,"2008",22,16
"3115",103451,"1999",15,10
"3118",103451,"2003",34,17
"3121",103451,"2013",6,1
"3122",103451,"2008",35,20
"3123",103451,"2012",50,38
"3124",103451,"2009",138,67
"3127",103451,"2006",220,119
"3129",103451,"1999",17,7
"3130",103451,"2007",30,20
"3131",103451,"2014",15,9
"3132",103451,"2000",44,25
"3133",103451,"2010",37,28
"3134",103451,"2005",49,29
"3135",103451,"2005",139,76
"3136",103451,"2001",17,13
"3137",103451,"2013",32,13
"3138",103451,"2007",96,51
"3139",103451,"2004",28,12
"3140",103451,"2011",16,9
"3141",103454,"2008",NA,NA
"3142",103454,"2010",NA,NA
"3143",103454,"2001",NA,NA
"3144",103454,"2004",NA,NA
"3145",103454,"1998",17,9
"3147",103454,"2002",154,91
"3149",103454,"2003",NA,NA
"3154",103454,"1998",NA,NA
"3155",103454,"2012",12,7
"3156",103454,"1999",NA,NA
"3157",103454,"2009",NA,NA
"3160",103454,"2005",NA,NA
"3161",103454,"2006",NA,NA
"3169",103465,"2003",10,5
"3171",103467,"2006",NA,NA
"3172",103468,"2000",NA,NA
"3173",103468,"2005",19,10
"3174",103468,"2002",NA,NA
"3175",103468,"2001",NA,NA
"3182",103470,"2009",109,55
"3184",103470,"2007",149,84
"3186",103470,"2009",45,31
"3187",103470,"2007",19,14
"3188",103470,"2011",19,12
"3189",103470,"2006",67,46
"3190",103470,"2004",11,8
"3191",103470,"2011",63,33
"3193",103470,"2008",57,31
"3194",103470,"2005",14,8
"3196",103472,"2000",NA,NA
"3197",103472,"1998",NA,NA
"3198",103472,"2006",NA,NA
"3200",103472,"2008",NA,NA
"3206",103484,"2013",31,22
"3207",103484,"2010",137,74
"3208",103484,"2006",NA,NA
"3211",103484,"2012",34,21
"3212",103484,"2009",NA,NA
"3222",103484,"2011",142,83
"3223",103484,"2003",NA,NA
"3224",103484,"2004",58,38
"3225",103484,"2013",131,80
"3230",103487,"2006",31,16
"3233",103487,"2000",19,11
"3235",103487,"2002",53,28
"3236",103487,"2007",31,11
"3237",103487,"2005",23,16
"3238",103487,"2007",NA,NA
"3240",103490,"2004",NA,NA
"3248",103490,"2006",10,6
"3249",103490,"2005",61,43
"3252",103490,"2007",30,19
"3253",103490,"2007",31,19
"3256",103498,"2002",NA,NA
"3258",103498,"2005",NA,NA
"3262",103498,"2003",NA,NA
"3263",103498,"2003",69,48
"3265",103498,"2001",244,168
"3267",103498,"2009",184,112
"3268",103498,"2006",NA,NA
"3273",103499,"2005",NA,NA
"3275",103499,"2018",19,16
"3286",103499,"1998",NA,NA
"3288",103499,"1999",NA,NA
"3296",103499,"2009",NA,NA
"3304",103503,"2005",47,27
"3305",103504,"2004",NA,NA
"3308",103504,"1998",NA,NA
"3312",103505,"2001",NA,NA
"3313",103505,"2002",12,5
"3315",103505,"2000",NA,NA
"3316",103505,"2004",NA,NA
"3318",103505,"2006",16,5
"3321",103506,"2003",21,11
"3326",103506,"2004",23,20
"3327",103506,"2006",48,21
"3328",103506,"2006",69,45
"3329",103506,"2009",232,135
"3330",103506,"2005",8,4
"3346",103507,"2011",87,51
"3353",103507,"2008",111,61
"3356",103510,"2005",5,1
"3366",103516,"2005",23,13
"3376",103521,"2006",28,17
"3381",103523,"2013",3,0
"3382",103523,"2002",NA,NA
"3383",103523,"2007",NA,NA
"3384",103523,"2011",NA,NA
"3387",103523,"2010",NA,NA
"3390",103523,"2006",3,3
"3391",103525,"2002",NA,NA
"3392",103525,"2006",NA,NA
"3393",103525,"2003",NA,NA
"3394",103525,"2009",NA,NA
"3395",103525,"2011",NA,NA
"3396",103525,"2001",NA,NA
"3397",103525,"2004",NA,NA
"3398",103525,"1999",NA,NA
"3399",103525,"2008",NA,NA
"3400",103525,"2000",NA,NA
"3401",103525,"1998",NA,NA
"3402",103525,"2007",NA,NA
"3403",103525,"2005",NA,NA
"3404",103525,"2010",NA,NA
"3405",103529,"2007",28,17
"3406",103529,"2003",NA,NA
"3407",103529,"2002",NA,NA
"3408",103529,"2008",26,15
"3409",103529,"2004",NA,NA
"3410",103529,"1999",NA,NA
"3411",103529,"2000",NA,NA
"3412",103529,"2023",NA,NA
"3413",103529,"2021",7,3
"3414",103529,"2015",NA,NA
"3415",103529,"2014",NA,NA
"3416",103529,"2009",NA,NA
"3417",103529,"2022",0,0
"3418",103529,"2017",8,5
"3419",103529,"2017",3,3
"3420",103529,"2006",NA,NA
"3422",103529,"2024",6,2
"3423",103529,"2001",NA,NA
"3424",103529,"2012",NA,NA
"3425",103529,"2008",2,2
"3426",103529,"2011",NA,NA
"3427",103529,"2018",1,0
"3428",103529,"2007",21,17
"3429",103529,"2005",NA,NA
"3430",103529,"2010",NA,NA
"3431",103529,"2020",6,4
"3432",103529,"2013",NA,NA
"3433",103529,"1998",NA,NA
"3434",103530,"2006",26,14
"3435",103530,"2005",10,8
"3436",103530,"2003",10,9
"3437",103530,"2007",43,20
"3438",103530,"2001",3,1
"3439",103530,"2004",15,7
"3440",103530,"2005",2,0
"3441",103530,"2007",27,18
"3442",103530,"2003",31,15
"3443",103530,"2008",5,1
"3444",103531,"2010",NA,NA
"3445",103531,"2017",8,3
"3446",103531,"2012",NA,NA
"3447",103531,"2011",NA,NA
"3448",103534,"2009",176,117
"3449",103534,"2004",3,2
"3450",103534,"2004",4,2
"3451",103534,"2008",19,11
"3452",103534,"2006",17,8
"3453",103534,"2005",NA,NA
"3454",103534,"2009",26,18
"3455",103534,"2012",10,3
"3456",103534,"2011",11,5
"3457",103534,"2008",111,67
"3458",103534,"2005",14,6
"3459",103534,"2007",140,75
"3460",103534,"2007",72,48
"3461",103534,"2006",8,6
"3463",103535,"2006",11,6
"3464",103535,"2005",53,34
"3465",103535,"2004",154,87
"3466",103535,"2009",15,7
"3467",103535,"2003",13,7
"3468",103535,"2004",87,50
"3469",103535,"2007",NA,NA
"3470",103535,"2006",63,38
"3471",103535,"2008",20,10
"3472",103535,"2005",9,3
"3473",103535,"2010",17,7
"3474",103535,"2008",79,40
"3475",103535,"2002",11,5
"3476",103538,"2006",6,4
"3477",103538,"2006",5,4
"3478",103543,"2010",9,4
"3479",103543,"2010",14,9
"3480",103543,"2008",37,22
"3481",103543,"2008",11,8
"3482",103544,"2005",10,6
"3483",103544,"2003",31,19
"3484",103544,"2009",NA,NA
"3485",103544,"2004",NA,NA
"3486",103544,"2003",NA,NA
"3487",103544,"2000",NA,NA
"3488",103544,"2006",NA,NA
"3489",103544,"2007",NA,NA
"3491",103544,"2001",NA,NA
"3492",103544,"2012",NA,NA
"3493",103553,"2008",13,3
"3494",103553,"2007",13,10
"3495",103553,"2004",14,10
"3496",103553,"2007",44,21
"3497",103553,"2008",NA,NA
"3498",103553,"2001",15,6
"3500",103559,"2005",4,3
"3501",103565,"2010",71,52
"3502",103565,"2020",18,13
"3503",103565,"2011",16,10
"3504",103565,"2014",93,58
"3505",103565,"2016",110,75
"3506",103565,"2010",166,82
"3507",103565,"2016",152,76
"3508",103565,"2004",20,11
"3509",103565,"2015",1,0
"3510",103565,"2014",23,13
"3513",103565,"2011",41,18
"3514",103565,"2017",95,46
"3515",103565,"2013",18,9
"3516",103565,"2004",6,6
"3517",103565,"2018",19,10
"3518",103565,"2018",5,4
"3519",103565,"2013",10,5
"3520",103565,"2012",29,11
"3521",103566,"2004",91,50
"3522",103566,"2007",64,53
"3523",103566,"2006",NA,NA
"3524",103566,"2009",104,62
"3525",103566,"2002",128,73
"3527",103566,"2003",10,9
"3528",103566,"2011",NA,NA
"3529",103566,"2007",151,87
"3530",103566,"2002",NA,NA
"3531",103566,"2008",NA,NA
"3532",103566,"2000",19,10
"3533",103566,"2009",53,40
"3534",103566,"2010",NA,NA
"3535",103566,"2004",82,68
"3537",103566,"2006",22,16
"3538",103566,"2012",58,42
"3546",103566,"2001",25,14
"3551",103568,"2000",NA,NA
"3552",103568,"1999",NA,NA
"3553",103568,"1997",NA,NA
"3554",103568,"2005",NA,NA
"3555",103568,"1998",NA,NA
"3566",103573,"2009",NA,NA
"3577",103580,"2003",19,9
"3582",103580,"2010",5,3
"3584",103580,"2006",39,21
"3599",103581,"2003",NA,NA
"3601",103581,"2005",NA,NA
"3602",103581,"2002",NA,NA
"3606",103582,"2008",38,26
"3616",103582,"2010",80,56
"3617",103582,"2016",90,56
"3629",103582,"2015",91,50
"3635",103586,"2013",NA,NA
"3636",103586,"2003",NA,NA
"3655",103594,"2009",6,1
"3658",103594,"2003",NA,NA
"3659",103594,"2005",15,9
"3662",103594,"2013",NA,NA
"3663",103594,"2006",NA,NA
"3664",103594,"2007",35,20
"3666",103594,"2007",2,2
"3667",103598,"2003",NA,NA
"3668",103598,"2007",39,27
"3669",103598,"2002",199,103
"3670",103598,"2005",154,86
"3671",103598,"1998",33,21
"3672",103598,"1998",NA,NA
"3673",103598,"1999",NA,NA
"3674",103598,"2006",199,114
"3675",103598,"2008",100,57
"3677",103598,"2002",NA,NA
"3678",103598,"2011",NA,NA
"3679",103598,"2007",33,15
"3680",103598,"2000",62,28
