"","player_id","year","bp_faced","bp_saved"
"12444",107098,"2013",NA,NA
"12445",107098,"2006",NA,NA
"12446",107552,"2013",NA,NA
"12447",107552,"2012",NA,NA
"12448",107552,"2007",NA,NA
"12449",107552,"2006",NA,NA
"12450",107552,"2008",NA,NA
"12451",107552,"2011",NA,NA
"12452",107552,"2005",NA,NA
"12453",108344,"2004",NA,NA
"12454",108344,"2007",NA,NA
"12455",108588,"2004",NA,NA
"12456",108588,"1997",NA,NA
"12457",108588,"2006",NA,NA
"12458",108588,"2002",NA,NA
"12459",108588,"2001",NA,NA
"12460",108588,"1998",NA,NA
"12461",108588,"1999",NA,NA
"12462",108588,"2000",NA,NA
"12463",108588,"2003",NA,NA
"12464",108591,"2009",NA,NA
"12465",108591,"2000",NA,NA
"12466",108591,"2002",NA,NA
"12467",108591,"2004",NA,NA
"12468",108593,"1997",NA,NA
"12469",108593,"1998",5,0
"12470",108593,"2000",NA,NA
"12471",108593,"2006",NA,NA
"12472",108593,"2001",NA,NA
"12473",108593,"1999",6,2
"12474",108593,"2007",NA,NA
"12475",108593,"2003",NA,NA
"12476",108594,"2007",NA,NA
"12477",108594,"2009",NA,NA
"12478",108594,"2014",NA,NA
"12479",108594,"2002",NA,NA
"12480",108594,"2011",NA,NA
"12481",108594,"2000",NA,NA
"12482",108594,"2003",NA,NA
"12483",108594,"2008",NA,NA
"12484",108594,"2004",NA,NA
"12485",108594,"2005",NA,NA
"12486",108594,"2013",NA,NA
"12487",108594,"2012",NA,NA
"12488",108602,"2005",NA,NA
"12489",108602,"2001",NA,NA
"12490",108602,"1995",NA,NA
"12491",108602,"2000",NA,NA
"12492",108607,"2005",NA,NA
"12493",108607,"2001",NA,NA
"12494",108607,"2000",NA,NA
"12495",108612,"2005",NA,NA
"12496",108612,"2004",NA,NA
"12497",108612,"2001",NA,NA
"12498",108614,"2003",NA,NA
"12499",108614,"2002",NA,NA
"12500",108614,"2001",NA,NA
"12501",108614,"2005",NA,NA
"12502",108618,"2005",NA,NA
"12503",108618,"2006",NA,NA
"12504",108618,"2001",NA,NA
"12505",108618,"2012",NA,NA
"12506",108618,"2003",NA,NA
"12507",108618,"2015",NA,NA
"12508",108618,"2008",NA,NA
"12509",108618,"1999",NA,NA
"12510",108618,"2002",NA,NA
"12511",108618,"2013",NA,NA
"12512",108628,"2001",NA,NA
"12513",108628,"2006",NA,NA
"12514",108628,"2003",NA,NA
"12515",108628,"2007",NA,NA
"12516",108628,"2004",NA,NA
"12517",108628,"2009",NA,NA
"12518",108628,"2005",NA,NA
"12519",108644,"2012",NA,NA
"12520",108644,"2004",NA,NA
"12521",108644,"2006",NA,NA
"12522",108644,"2002",NA,NA
"12523",108644,"2003",NA,NA
"12524",108644,"2005",NA,NA
"12525",108647,"2003",NA,NA
"12526",108647,"2006",NA,NA
"12527",108647,"2002",NA,NA
"12528",108651,"2005",NA,NA
"12529",108651,"2003",NA,NA
"12530",108651,"2004",NA,NA
"12531",108651,"1998",NA,NA
"12532",108651,"2002",NA,NA
"12533",108651,"2000",NA,NA
"12534",108651,"2007",NA,NA
"12535",108651,"1999",NA,NA
"12536",108672,"2006",NA,NA
"12537",108672,"2003",NA,NA
"12538",108682,"2003",NA,NA
"12539",108682,"2006",NA,NA
"12540",108684,"2007",NA,NA
"12541",108685,"2007",NA,NA
"12542",108687,"2008",NA,NA
"12543",108687,"2012",NA,NA
"12544",108688,"2008",NA,NA
"12545",108688,"2011",NA,NA
"12546",108688,"2009",NA,NA
"12547",108688,"2010",NA,NA
"12548",108689,"2008",NA,NA
"12549",108689,"1999",NA,NA
"12550",108690,"2009",NA,NA
"12551",108690,"2008",NA,NA
"12552",108691,"2009",NA,NA
"12553",108691,"2008",NA,NA
"12554",108692,"2009",NA,NA
"12555",108692,"2008",NA,NA
"12556",108693,"2008",NA,NA
"12557",108693,"2009",NA,NA
"12558",108694,"2008",NA,NA
"12559",108695,"2008",NA,NA
"12560",108696,"2008",NA,NA
"12561",108697,"2009",NA,NA
"12562",108697,"2008",NA,NA
"12563",108698,"2008",NA,NA
"12564",108699,"2009",NA,NA
"12565",108699,"2008",NA,NA
"12566",108700,"2008",NA,NA
"12567",108701,"2013",NA,NA
"12568",108701,"2009",NA,NA
"12569",108701,"2008",NA,NA
"12570",108701,"2012",NA,NA
"12571",108701,"2010",NA,NA
"12572",108701,"2014",NA,NA
"12573",108701,"2012",5,1
"12574",108701,"2011",NA,NA
"12575",108701,"2014",8,5
"12576",108702,"2008",NA,NA
"12577",108703,"2010",NA,NA
"12578",108703,"2008",NA,NA
"12579",108704,"2008",NA,NA
"12580",108705,"2008",NA,NA
"12581",108705,"2016",10,4
"12582",108705,"2011",NA,NA
"12583",108706,"2008",NA,NA
"12584",108706,"2009",NA,NA
"12585",108707,"2008",NA,NA
"12586",108709,"2009",NA,NA
"12587",108710,"2009",NA,NA
"12588",108711,"2009",NA,NA
"12589",108712,"2009",NA,NA
"12590",108713,"2010",NA,NA
"12591",108713,"2009",NA,NA
"12592",108714,"2009",NA,NA
"12593",108715,"2009",NA,NA
"12594",108715,"2010",NA,NA
"12595",108716,"2009",NA,NA
"12596",108717,"2010",NA,NA
"12597",108717,"2013",NA,NA
"12598",108717,"2016",10,2
"12599",108717,"2016",3,1
"12600",108717,"2009",NA,NA
"12601",108717,"2015",NA,NA
"12602",108717,"2012",NA,NA
"12603",108718,"2009",NA,NA
"12604",108718,"2013",NA,NA
"12605",108719,"2009",NA,NA
"12606",108720,"2009",NA,NA
"12607",108721,"2011",NA,NA
"12608",108721,"2009",NA,NA
"12609",108721,"2010",NA,NA
"12610",108722,"2009",NA,NA
"12611",108723,"2009",NA,NA
"12612",108724,"2009",NA,NA
"12613",108725,"2009",NA,NA
"12614",108726,"2009",NA,NA
"12615",108727,"2009",NA,NA
"12616",108728,"2010",NA,NA
"12617",108728,"2009",NA,NA
"12618",108729,"2009",NA,NA
"12619",108734,"2010",NA,NA
"12620",108735,"2013",NA,NA
"12621",108735,"2010",NA,NA
"12622",108735,"2011",NA,NA
"12623",108736,"2010",NA,NA
"12624",108737,"2010",NA,NA
"12625",108738,"2010",NA,NA
"12626",108739,"2018",4,1
"12627",108739,"2016",2,2
"12628",108739,"2017",19,14
"12629",108739,"2019",NA,NA
"12630",108739,"2020",NA,NA
"12631",108739,"2010",NA,NA
"12632",108739,"2016",9,3
"12633",108740,"2012",NA,NA
"12634",108740,"2010",NA,NA
"12635",108740,"2011",NA,NA
"12636",108741,"2016",13,5
"12637",108741,"2010",NA,NA
"12638",108741,"2016",14,8
"12639",108742,"2010",NA,NA
"12640",108743,"2010",NA,NA
"12641",108744,"2010",NA,NA
"12642",108745,"2010",NA,NA
"12643",108746,"2010",NA,NA
"12644",108747,"2015",NA,NA
"12645",108747,"2013",NA,NA
"12646",108747,"2010",NA,NA
"12647",108747,"2012",NA,NA
"12648",108747,"2014",NA,NA
"12649",108748,"2015",NA,NA
"12650",108748,"2010",NA,NA
"12651",108748,"2013",NA,NA
"12652",108748,"2016",16,5
"12653",108748,"2011",NA,NA
"12654",108748,"2016",11,5
"12655",108748,"2014",NA,NA
"12656",108748,"2017",14,9
"12657",108749,"2011",NA,NA
"12658",108749,"2014",NA,NA
"12659",108749,"2010",NA,NA
"12660",108749,"2012",NA,NA
"12661",108750,"2010",NA,NA
"12662",108759,"2011",NA,NA
"12663",108760,"2011",NA,NA
"12664",108760,"2013",NA,NA
"12665",108761,"2014",NA,NA
"12666",108761,"2016",19,13
"12667",108761,"2011",NA,NA
"12668",108761,"2013",NA,NA
"12669",108761,"2017",17,12
"12670",108761,"2015",NA,NA
"12671",108761,"2016",16,10
"12672",108762,"2013",NA,NA
"12673",108762,"2011",NA,NA
"12674",108762,"2012",NA,NA
"12675",108763,"2019",NA,NA
"12676",108763,"2020",NA,NA
"12677",108763,"2017",NA,NA
"12678",108763,"2015",NA,NA
"12679",108763,"2018",8,4
"12680",108763,"2016",13,7
"12681",108763,"2011",NA,NA
"12682",108763,"2012",NA,NA
"12683",108764,"2011",NA,NA
"12684",108765,"2011",NA,NA
"12685",108766,"2011",NA,NA
"12686",108766,"2014",NA,NA
"12687",108766,"2015",NA,NA
"12688",108767,"2011",NA,NA
"12689",108768,"2011",NA,NA
"12690",108768,"2012",NA,NA
"12691",108768,"2015",NA,NA
"12692",108769,"2011",NA,NA
"12693",108770,"2012",NA,NA
"12694",108770,"2011",NA,NA
"12695",108771,"2011",NA,NA
"12696",108772,"2011",NA,NA
"12697",108772,"2017",20,9
"12698",108772,"2020",8,4
"12699",108773,"2011",NA,NA
"12700",108774,"2011",NA,NA
"12701",108775,"2012",NA,NA
"12702",108776,"2012",NA,NA
"12703",108777,"2012",NA,NA
"12704",108778,"2012",NA,NA
"12705",108778,"2013",NA,NA
"12706",108779,"2015",NA,NA
"12707",108779,"2012",NA,NA
"12708",108780,"2015",NA,NA
"12709",108780,"2012",NA,NA
"12710",108781,"2012",NA,NA
"12711",108782,"2023",NA,NA
"12712",108782,"2012",NA,NA
"12713",108782,"2017",NA,NA
"12714",108782,"2014",NA,NA
"12715",108782,"2016",9,3
"12716",108783,"2012",NA,NA
"12717",108784,"2012",NA,NA
"12718",108785,"2012",NA,NA
"12719",108785,"2013",NA,NA
"12720",108786,"2012",NA,NA
"12721",108786,"2013",NA,NA
"12722",108786,"2014",NA,NA
"12723",108786,"2016",5,0
"12724",108786,"2015",NA,NA
"12725",108786,"2017",7,4
"12726",108787,"2012",NA,NA
"12727",108788,"2012",NA,NA
"12728",108789,"2015",NA,NA
"12729",108789,"2012",NA,NA
"12730",108896,"2003",NA,NA
"12731",108896,"2005",NA,NA
"12732",108896,"2004",NA,NA
"12733",108901,"2005",NA,NA
"12734",108901,"2003",NA,NA
"12735",108909,"2007",NA,NA
"12736",108909,"2004",NA,NA
"12737",108909,"2009",NA,NA
"12738",108912,"2005",NA,NA
"12739",108912,"2004",NA,NA
"12740",108914,"2004",NA,NA
"12741",108914,"2006",NA,NA
"12742",108916,"2004",NA,NA
"12743",108916,"2012",NA,NA
"12744",108916,"2011",NA,NA
"12745",108918,"2004",NA,NA
"12746",108918,"2007",NA,NA
"12747",108920,"2005",NA,NA
"12748",108920,"2004",NA,NA
"12749",108923,"2004",NA,NA
"12750",108923,"2006",NA,NA
"12751",108925,"2009",NA,NA
"12752",108925,"2008",NA,NA
"12753",108925,"2004",NA,NA
"12754",108925,"2005",NA,NA
"12755",108925,"2006",NA,NA
"12756",108925,"2007",NA,NA
"12757",108926,"2005",NA,NA
"12758",108926,"2004",NA,NA
"12759",108927,"2004",NA,NA
"12760",108927,"2005",NA,NA
"12761",108927,"2007",NA,NA
"12762",108929,"2005",NA,NA
"12763",108930,"2014",NA,NA
"12764",108930,"2008",NA,NA
"12765",108930,"2006",NA,NA
"12766",108930,"2005",NA,NA
"12767",108930,"2012",NA,NA
"12768",108930,"2007",NA,NA
"12769",108931,"2005",NA,NA
"12770",108932,"2006",NA,NA
"12771",108932,"2005",NA,NA
"12772",108934,"2005",NA,NA
"12773",108935,"2005",NA,NA
"12774",108936,"2005",NA,NA
"12775",108937,"2005",NA,NA
"12776",108938,"2005",NA,NA
"12777",108939,"2007",NA,NA
"12778",108939,"2006",NA,NA
"12779",108939,"2005",NA,NA
"12780",108940,"2011",NA,NA
"12781",108940,"2005",NA,NA
"12782",108941,"2005",NA,NA
"12783",108941,"2009",NA,NA
"12784",108942,"2005",NA,NA
"12785",108942,"2008",NA,NA
"12786",108942,"2007",NA,NA
"12787",108942,"2006",NA,NA
"12788",108943,"2005",NA,NA
"12789",108944,"2005",NA,NA
"12790",108944,"2007",NA,NA
"12791",108945,"2006",NA,NA
"12792",108945,"2008",NA,NA
"12793",108945,"2010",NA,NA
"12794",108945,"2005",NA,NA
"12795",108945,"2007",NA,NA
"12796",108945,"2012",NA,NA
"12797",108946,"2005",NA,NA
"12798",108946,"2006",NA,NA
"12799",108946,"2007",NA,NA
"12800",108947,"2006",NA,NA
"12801",108947,"2005",NA,NA
"12802",108947,"2007",NA,NA
"12803",108947,"2011",NA,NA
"12804",108948,"2006",NA,NA
"12805",108949,"2006",NA,NA
"12806",108950,"2006",NA,NA
"12807",108951,"2006",NA,NA
"12808",108952,"2006",NA,NA
"12809",108952,"2008",NA,NA
"12810",108953,"2006",NA,NA
"12811",108954,"2006",NA,NA
"12812",108955,"2006",NA,NA
"12813",108956,"2010",NA,NA
"12814",108956,"2009",NA,NA
"12815",108956,"2006",NA,NA
"12816",108957,"2006",NA,NA
"12817",108958,"2007",NA,NA
"12818",108958,"2009",NA,NA
"12819",108958,"2006",NA,NA
"12820",108959,"2006",NA,NA
"12821",108959,"2007",NA,NA
"12822",108960,"2008",NA,NA
"12823",108960,"2007",NA,NA
"12824",108960,"2009",NA,NA
"12825",108960,"2006",NA,NA
"12826",108961,"2010",NA,NA
"12827",108961,"2009",NA,NA
"12828",108961,"2006",NA,NA
"12829",108962,"2009",NA,NA
"12830",108962,"2006",NA,NA
"12831",108963,"2006",NA,NA
"12832",108964,"2006",NA,NA
"12833",108965,"2006",NA,NA
"12834",108966,"2006",NA,NA
"12835",108967,"2006",NA,NA
"12836",108968,"2006",NA,NA
"12837",108969,"2006",NA,NA
"12838",108970,"2006",NA,NA
"12839",108971,"2006",NA,NA
"12840",108972,"2006",NA,NA
"12841",108972,"2008",NA,NA
"12842",108972,"2013",NA,NA
"12843",108972,"2015",NA,NA
"12844",108973,"2006",NA,NA
"12845",108974,"2006",NA,NA
"12846",108974,"2010",NA,NA
"12847",108974,"2011",NA,NA
"12848",108975,"2006",NA,NA
"12849",108975,"2007",NA,NA
"12850",108976,"2007",NA,NA
"12851",108977,"2007",NA,NA
"12852",108977,"2009",NA,NA
"12853",108978,"2007",NA,NA
"12854",108978,"2008",NA,NA
"12855",108978,"2009",NA,NA
"12856",108978,"2011",NA,NA
"12857",108979,"2007",NA,NA
"12858",108980,"2010",NA,NA
"12859",108980,"2011",NA,NA
"12860",108980,"2008",NA,NA
"12861",108980,"2007",NA,NA
"12862",108981,"2007",NA,NA
"12863",108982,"2009",NA,NA
"12864",108982,"2010",NA,NA
"12865",108982,"2016",28,15
"12866",108982,"2014",NA,NA
"12867",108982,"2011",NA,NA
"12868",108982,"2007",NA,NA
"12869",108982,"2012",NA,NA
"12870",108983,"2007",NA,NA
"12871",108983,"2008",NA,NA
"12872",108984,"2007",NA,NA
"12873",108985,"2008",NA,NA
"12874",108985,"2007",NA,NA
"12875",108985,"2014",NA,NA
"12876",108985,"2016",10,3
"12877",108986,"2010",NA,NA
"12878",108986,"2007",NA,NA
"12879",108987,"2007",NA,NA
"12880",108988,"2007",NA,NA
"12881",108993,"2009",7,2
"12882",108993,"2010",7,1
"12883",108993,"2007",7,2
"12884",108996,"2008",10,5
"12885",108997,"2008",10,4
"12886",109054,"2017",14,9
"12887",109054,"2018",20,13
"12888",109054,"2018",6,4
"12889",109054,"2021",10,6
"12890",109257,"2015",NA,NA
"12891",109303,"2017",22,14
"12892",109303,"2024",8,6
"12893",109303,"2017",8,4
"12894",109303,"2024",24,15
"12895",109303,"2023",14,10
"12896",109336,"2014",NA,NA
"12897",109520,"2013",NA,NA
"12898",109520,"2014",NA,NA
"12899",109529,"2014",NA,NA
"12900",109640,"2019",7,2
"12901",109686,"2023",16,11
"12902",109686,"2023",1,0
"12903",109698,"2013",NA,NA
"12904",109698,"2018",10,7
"12905",109699,"2019",14,5
"12906",109734,"2024",0,0
"12907",109734,"2024",5,1
"12908",109734,"2022",NA,NA
"12909",109734,"2023",NA,NA
"12910",109737,"2014",NA,NA
"12911",109739,"2019",11,8
"12912",109739,"2021",34,26
"12913",109739,"2024",25,18
"12914",109739,"2019",NA,NA
"12915",109739,"2017",67,37
"12916",109739,"2020",8,4
"12917",109739,"2022",11,8
"12918",109739,"2022",27,14
"12919",109739,"2024",161,88
"12920",109739,"2023",NA,NA
"12921",109739,"2018",NA,NA
"12922",109739,"2020",8,5
"12923",109739,"2023",45,24
"12924",109739,"2016",18,10
"12925",109739,"2018",92,70
"12926",109739,"2015",8,2
"12927",110476,"2012",9,3
"12928",110476,"2013",9,3
"12929",110536,"2021",6,2
"12930",110536,"2014",9,7
"12931",110536,"2018",26,17
"12932",110536,"2019",5,1
"12933",110536,"2019",8,3
"12934",110536,"2013",10,7
"12935",110596,"2016",17,12
"12936",110602,"2021",18,8
"12937",110602,"2021",107,54
"12938",110602,"2020",104,55
"12939",110602,"2019",NA,NA
"12940",110602,"2018",50,34
"12941",110602,"2017",10,7
"12942",110602,"2023",NA,NA
"12943",110602,"2022",NA,NA
"12944",110602,"2020",30,20
"12945",110602,"2017",9,7
"12946",110602,"2019",56,30
"12947",110602,"2015",19,10
"12948",110602,"2016",7,7
"12949",110602,"2013",5,3
"12950",110602,"2016",42,25
"12951",110602,"2015",8,5
"12952",110602,"2018",50,25
"12953",110636,"2014",5,1
"12954",110685,"2008",NA,NA
"12955",110685,"2005",NA,NA
"12956",110685,"2005",9,3
"12957",110685,"2009",NA,NA
"12958",110686,"2017",NA,NA
"12959",110686,"2016",7,2
"12960",110686,"2020",7,5
"12961",110748,"2020",12,7
"12962",110748,"2022",23,12
"12963",110748,"2019",10,4
"12964",110748,"2014",11,5
"12965",110748,"2014",5,3
"12966",110748,"2021",14,7
"12967",110748,"2019",5,3
"12968",110748,"2020",15,7
"12969",110748,"2022",4,2
"12970",110748,"2021",4,3
"12971",110751,"2024",11,6
"12972",110754,"2015",7,3
"12973",110778,"2019",NA,NA
"12974",110778,"2021",NA,NA
"12975",111153,"2015",11,7
"12976",111153,"2016",1,1
"12977",111153,"2024",67,54
"12978",111153,"2018",5,1
"12979",111153,"2023",157,96
"12980",111153,"2024",105,55
"12981",111153,"2021",0,0
"12982",111153,"2020",12,8
"12983",111153,"2019",7,3
"12984",111153,"2021",34,23
"12985",111153,"2019",45,26
"12986",111153,"2022",37,25
"12987",111153,"2022",24,19
"12988",111153,"2017",6,4
"12989",111153,"2023",90,65
"12990",111153,"2017",31,19
"12991",111156,"2014",4,0
"12992",111167,"2018",10,5
"12993",111167,"2014",NA,NA
"12994",111167,"2015",NA,NA
"12995",111167,"2016",11,5
"12996",111167,"2018",15,12
"12997",111167,"2013",NA,NA
"12998",111181,"2016",23,14
"12999",111181,"2014",NA,NA
"13000",111181,"2013",NA,NA
"13001",111181,"2016",7,2
"13002",111181,"2015",NA,NA
"13003",111186,"2016",13,4
"13004",111187,"2022",3,3
"13005",111187,"2022",23,14
"13006",111187,"2021",7,4
"13007",111190,"2019",14,12
"13008",111190,"2022",25,15
"13009",111190,"2015",5,1
"13010",111190,"2022",NA,NA
"13011",111190,"2021",24,14
"13012",111190,"2018",9,5
"13013",111190,"2017",9,6
"13014",111190,"2019",NA,NA
"13015",111190,"2023",130,69
"13016",111190,"2024",168,83
"13017",111190,"2023",108,71
"13018",111190,"2017",16,10
"13019",111190,"2024",99,69
"13020",111190,"2015",7,5
"13021",111192,"2015",8,5
"13022",111192,"2024",7,6
"13023",111192,"2019",5,4
"13024",111192,"2018",9,4
"13025",111197,"2018",10,5
"13026",111197,"2018",2,1
"13027",111200,"2017",25,15
"13028",111200,"2021",68,35
"13029",111200,"2016",13,6
"13030",111200,"2021",31,15
"13031",111200,"2022",NA,NA
"13032",111200,"2017",56,36
"13033",111200,"2014",NA,NA
"13034",111200,"2018",27,18
"13035",111200,"2023",106,52
"13036",111200,"2019",66,34
"13037",111200,"2018",75,42
"13038",111200,"2013",9,5
"13039",111200,"2019",9,6
"13040",111200,"2014",10,8
"13041",111200,"2024",52,32
"13042",111200,"2024",NA,NA
"13043",111200,"2016",62,37
"13044",111200,"2020",6,4
"13045",111200,"2023",NA,NA
"13046",111200,"2015",NA,NA
"13047",111202,"2017",147,111
"13048",111202,"2018",153,105
"13049",111202,"2016",89,40
"13050",111202,"2018",146,70
"13051",111202,"2019",57,28
"13052",111202,"2014",NA,NA
"13053",111202,"2017",170,88
"13054",111202,"2013",5,2
"13055",111202,"2015",NA,NA
"13056",111202,"2019",38,25
"13057",111202,"2016",33,18
"13058",111426,"2014",NA,NA
"13059",111436,"2022",2,0
"13060",111436,"2023",8,6
"13061",111442,"2014",9,4
"13062",111442,"2023",45,29
"13063",111442,"2017",91,60
"13064",111442,"2020",68,46
"13065",111442,"2016",82,44
"13066",111442,"2018",124,65
"13067",111442,"2021",129,85
"13068",111442,"2022",NA,NA
"13069",111442,"2016",3,2
"13070",111442,"2021",182,103
"13071",111442,"2024",NA,NA
"13072",111442,"2019",172,102
"13073",111442,"2017",152,82
"13074",111442,"2020",100,55
"13075",111442,"2015",17,13
"13076",111442,"2018",8,5
"13077",111442,"2019",126,87
"13078",111442,"2023",166,99
"13079",111442,"2022",132,67
"13080",111444,"2013",7,1
"13081",111444,"2014",NA,NA
"13082",111453,"2016",6,1
"13083",111453,"2014",NA,NA
"13084",111453,"2020",NA,NA
"13085",111453,"2016",13,9
"13086",111453,"2022",9,5
"13087",111453,"2019",10,6
"13088",111453,"2021",18,11
"13089",111453,"2015",NA,NA
"13090",111453,"2021",2,0
"13091",111454,"2021",10,4
"13092",111454,"2023",11,5
"13093",111454,"2023",2,1
"13094",111454,"2024",41,25
"13095",111456,"2020",75,38
"13096",111456,"2016",29,12
"13097",111456,"2024",26,15
"13098",111456,"2013",13,8
"13099",111456,"2018",40,28
"13100",111456,"2022",239,135
"13101",111456,"2024",109,50
"13102",111456,"2023",260,148
"13103",111456,"2020",23,13
"13104",111456,"2019",129,74
"13105",111456,"2021",102,77
"13106",111456,"2023",NA,NA
"13107",111456,"2019",58,45
"13108",111456,"2021",NA,NA
"13109",111456,"2022",154,105
"13110",111456,"2018",119,71
"13111",111459,"2018",18,11
"13112",111459,"2020",12,9
"13113",111459,"2022",10,6
"13114",111460,"2018",3,3
"13115",111460,"2016",28,21
"13116",111460,"2024",77,50
"13117",111460,"2022",83,51
"13118",111460,"2015",12,7
"13119",111460,"2017",12,11
"13120",111460,"2017",52,31
"13121",111460,"2020",33,19
"13122",111460,"2016",59,39
"13123",111460,"2024",49,41
"13124",111460,"2021",38,26
"13125",111460,"2023",49,40
"13126",111460,"2019",19,11
"13127",111460,"2023",117,71
"13128",111460,"2022",6,5
"13129",111460,"2018",32,15
"13130",111505,"2021",10,8
"13131",111505,"2021",12,6
"13132",111505,"2023",38,23
"13133",111505,"2023",4,2
"13134",111505,"2020",6,2
"13135",111505,"2022",21,13
"13136",111505,"2024",9,6
"13137",111506,"2017",9,5
"13138",111506,"2015",28,17
"13139",111511,"2018",57,30
"13140",111511,"2020",7,5
"13141",111511,"2020",6,2
"13142",111511,"2015",5,3
"13143",111511,"2014",22,10
"13144",111511,"2019",38,24
"13145",111511,"2016",32,17
"13146",111511,"2018",26,23
"13147",111511,"2016",19,15
"13148",111511,"2017",10,5
"13149",111511,"2021",15,5
"13150",111513,"2022",NA,NA
"13151",111513,"2018",95,67
"13152",111513,"2024",54,41
"13153",111513,"2013",7,4
"13154",111513,"2020",65,35
"13155",111513,"2017",48,36
"13156",111513,"2019",NA,NA
"13157",111513,"2023",NA,NA
"13158",111513,"2021",139,96
"13159",111513,"2024",162,97
"13160",111513,"2018",155,97
"13161",111513,"2017",35,14
"13162",111513,"2015",10,6
"13163",111513,"2021",243,138
"13164",111513,"2023",226,133
"13165",111513,"2016",7,3
"13166",111513,"2019",176,90
"13167",111513,"2020",83,42
"13168",111515,"2017",18,8
"13169",111515,"2020",8,2
"13170",111515,"2021",7,3
"13171",111515,"2023",7,2
"13172",111515,"2018",5,3
"13173",111515,"2019",5,2
"13174",111574,"2019",8,6
"13175",111574,"2021",8,4
"13176",111574,"2018",6,2
"13177",111574,"2017",9,4
"13178",111575,"2022",191,106
"13179",111575,"2017",255,147
"13180",111575,"2018",168,97
"13181",111575,"2015",NA,NA
"13182",111575,"2024",152,106
"13183",111575,"2022",NA,NA
"13184",111575,"2014",NA,NA
"13185",111575,"2020",136,83
"13186",111575,"2017",139,94
"13187",111575,"2024",179,99
"13188",111575,"2019",210,122
"13189",111575,"2019",168,117
"13190",111575,"2013",18,9
"13191",111575,"2016",60,38
"13192",111575,"2013",NA,NA
"13193",111575,"2023",149,105
"13194",111575,"2023",126,67
"13195",111575,"2016",86,58
"13196",111575,"2021",NA,NA
"13197",111575,"2018",173,129
"13198",111575,"2020",104,62
"13199",111576,"2020",2,1
"13200",111576,"2019",23,12
"13201",111576,"2024",167,99
"13202",111576,"2022",NA,NA
"13203",111576,"2020",60,33
"13204",111576,"2024",35,23
"13205",111576,"2018",15,6
"13206",111576,"2023",NA,NA
"13207",111576,"2016",11,7
"13208",111576,"2021",NA,NA
"13209",111577,"2014",14,7
"13210",111577,"2017",NA,NA
"13211",111577,"2019",21,10
"13212",111577,"2016",65,30
"13213",111577,"2018",169,95
"13214",111577,"2015",13,7
"13215",111577,"2016",44,28
"13216",111577,"2019",4,3
"13217",111577,"2017",212,120
"13218",111577,"2015",43,21
"13219",111577,"2018",42,28
"13220",111578,"2016",22,16
"13221",111578,"2016",18,9
"13222",111578,"2015",18,5
"13223",111578,"2018",5,1
"13224",111578,"2022",97,54
"13225",111578,"2020",11,4
"13226",111578,"2017",68,35
"13227",111578,"2021",7,3
"13228",111578,"2014",11,7
"13229",111578,"2017",10,6
"13230",111578,"2013",16,10
"13231",111578,"2022",39,30
"13232",111581,"2020",15,9
"13233",111581,"2020",42,22
"13234",111581,"2016",27,17
"13235",111581,"2021",13,7
"13236",111581,"2021",43,28
"13237",111581,"2022",1,1
"13238",111581,"2022",NA,NA
"13239",111581,"2024",24,15
"13240",111581,"2019",17,9
"13241",111581,"2024",11,6
"13242",111581,"2018",62,34
"13243",111581,"2018",44,28
"13244",111581,"2023",91,53
"13245",111581,"2023",103,73
"13246",111581,"2017",32,15
"13247",111751,"2013",NA,NA
"13248",111751,"2014",NA,NA
"13249",111761,"2023",10,6
"13250",111761,"2019",NA,NA
"13251",111761,"2024",5,3
"13252",111761,"2018",10,4
"13253",111761,"2018",12,8
"13254",111761,"2015",NA,NA
"13255",111761,"2020",NA,NA
"13256",111761,"2021",14,9
"13257",111781,"2015",NA,NA
"13258",111781,"2016",12,6
"13259",111781,"2014",NA,NA
"13260",111790,"2014",4,0
"13261",111790,"2019",23,19
"13262",111790,"2021",36,20
"13263",111790,"2022",8,4
"13264",111790,"2020",14,9
"13265",111790,"2018",6,3
"13266",111790,"2017",33,22
"13267",111790,"2019",79,49
"13268",111794,"2018",NA,NA
"13269",111794,"2017",NA,NA
"13270",111794,"2024",NA,NA
"13271",111794,"2015",NA,NA
"13272",111794,"2020",43,24
"13273",111794,"2021",NA,NA
"13274",111794,"2022",NA,NA
"13275",111794,"2016",7,5
"13276",111794,"2024",8,8
"13277",111794,"2019",26,17
"13278",111794,"2022",127,71
"13279",111794,"2016",20,10
"13280",111794,"2019",51,26
"13281",111794,"2018",16,11
"13282",111795,"2019",15,9
"13283",111795,"2018",10,7
"13284",111797,"2015",15,11
"13285",111797,"2022",NA,NA
"13286",111797,"2013",NA,NA
"13287",111797,"2023",NA,NA
"13288",111797,"2017",39,26
"13289",111797,"2024",99,72
"13290",111797,"2020",25,14
"13291",111797,"2017",4,2
"13292",111797,"2019",156,97
"13293",111797,"2021",8,3
"13294",111797,"2015",NA,NA
"13295",111797,"2021",14,7
"13296",111797,"2018",NA,NA
"13297",111797,"2018",192,108
"13298",111797,"2024",187,112
"13299",111797,"2019",80,51
"13300",111797,"2016",39,23
"13301",111805,"2024",35,20
"13302",111805,"2024",NA,NA
"13303",111805,"2016",24,15
"13304",111805,"2022",NA,NA
"13305",111805,"2023",NA,NA
"13306",111805,"2016",11,5
"13307",111805,"2015",NA,NA
"13308",111805,"2018",11,7
"13309",111806,"2024",2,0
