"","player_id","year","aces","serves"
"2025",103063,"2006",2,67
"2026",103063,"2005",NA,NA
"2027",103063,"2004",19,312
"2028",103063,"2008",7,78
"2029",103063,"2009",29,433
"2030",103066,"2003",NA,NA
"2031",103066,"2001",NA,NA
"2032",103066,"2004",NA,NA
"2033",103066,"2005",NA,NA
"2034",103066,"2000",NA,NA
"2035",103066,"1998",1,100
"2036",103066,"1998",1,63
"2038",103066,"2002",NA,NA
"2039",103066,"2008",NA,NA
"2042",103066,"2006",1,60
"2043",103076,"2008",7,88
"2044",103077,"2005",NA,NA
"2045",103077,"2006",NA,NA
"2046",103077,"2000",NA,NA
"2047",103077,"2011",NA,NA
"2048",103077,"2008",NA,NA
"2050",103077,"1999",NA,NA
"2051",103077,"2003",NA,NA
"2052",103077,"2002",NA,NA
"2055",103077,"1997",NA,NA
"2056",103077,"2001",NA,NA
"2057",103077,"2007",NA,NA
"2058",103080,"2006",NA,NA
"2061",103084,"2005",NA,NA
"2063",103084,"1998",NA,NA
"2064",103084,"2003",31,305
"2066",103084,"2001",100,1766
"2067",103084,"1997",15,274
"2068",103084,"1999",NA,NA
"2072",103084,"2009",45,366
"2073",103084,"2007",NA,NA
"2075",103084,"2004",NA,NA
"2076",103084,"1998",60,1175
"2077",103084,"2001",291,3734
"2078",103084,"1996",18,222
"2079",103084,"2002",NA,NA
"2080",103084,"2007",134,1623
"2081",103084,"2004",199,2825
"2082",103084,"2000",NA,NA
"2083",103084,"2009",59,1160
"2084",103096,"2005",111,1719
"2085",103096,"2004",NA,NA
"2086",103096,"2002",NA,NA
"2087",103096,"1998",63,918
"2089",103096,"1997",NA,NA
"2091",103096,"2009",65,1539
"2094",103096,"2012",14,292
"2095",103096,"1997",54,690
"2097",103096,"1998",101,1953
"2100",103096,"2003",187,2436
"2101",103096,"2000",NA,NA
"2102",103096,"2009",62,1138
"2104",103096,"2010",NA,NA
"2106",103096,"1999",107,1760
"2107",103096,"2008",87,1510
"2108",103096,"2007",NA,NA
"2109",103096,"1999",119,2224
"2112",103103,"2009",NA,NA
"2113",103103,"1999",NA,NA
"2115",103103,"2002",NA,NA
"2116",103103,"2003",NA,NA
"2117",103103,"1998",NA,NA
"2121",103103,"1996",NA,NA
"2122",103103,"1997",94,1902
"2124",103103,"2007",NA,NA
"2127",103103,"1997",NA,NA
"2129",103103,"2010",0,46
"2130",103104,"2006",10,183
"2134",103104,"2007",0,52
"2135",103104,"2008",1,118
"2138",103104,"2003",1,48
"2147",103105,"2004",NA,NA
"2148",103105,"2012",35,1051
"2149",103105,"2001",1,55
"2150",103105,"2014",2,192
"2151",103105,"2003",28,310
"2155",103105,"2007",NA,NA
"2158",103105,"2008",2,52
"2164",103105,"2002",5,223
"2168",103109,"2003",2,65
"2174",103110,"1998",22,342
"2177",103110,"2011",NA,NA
"2187",103114,"1999",4,104
"2190",103114,"2002",22,308
"2196",103114,"1998",23,363
"2197",103133,"2003",89,1321
"2198",103133,"2002",0,44
"2201",103133,"2001",2,79
"2214",103151,"1998",26,710
"2216",103151,"2001",NA,NA
"2218",103151,"1999",140,2217
"2223",103151,"2002",NA,NA
"2225",103151,"2006",31,765
"2235",103151,"1999",NA,NA
"2249",103157,"2003",11,75
"2253",103157,"2000",NA,NA
"2254",103157,"2001",27,267
"2256",103157,"1999",2,159
"2260",103163,"2012",204,2096
"2261",103163,"1996",15,258
"2263",103163,"2009",NA,NA
"2264",103163,"2009",293,2684
"2265",103163,"1996",11,254
"2272",103163,"2017",58,1190
"2282",103163,"1999",NA,NA
"2283",103163,"2004",NA,NA
"2284",103163,"1998",97,2012
"2285",103163,"1998",NA,NA
"2286",103163,"2001",NA,NA
"2292",103165,"2007",NA,NA
"2294",103165,"2005",0,72
"2295",103165,"2002",2,91
"2296",103165,"2002",0,84
"2299",103166,"2002",33,537
"2300",103166,"2000",NA,NA
"2301",103166,"2004",NA,NA
"2302",103166,"1998",NA,NA
"2303",103166,"2007",NA,NA
"2305",103166,"2002",NA,NA
"2308",103166,"2008",NA,NA
"2309",103166,"2001",NA,NA
"2310",103166,"1995",NA,NA
"2313",103166,"2001",79,1022
"2319",103169,"2003",4,358
"2325",103169,"2010",9,179
"2327",103169,"2009",81,2104
"2329",103171,"1996",0,66
"2330",103171,"2007",NA,NA
"2331",103171,"2006",84,586
"2332",103171,"2003",NA,NA
"2333",103171,"2009",21,273
"2334",103171,"2005",52,381
"2336",103171,"1998",17,289
"2339",103171,"2005",NA,NA
"2340",103171,"1998",0,47
"2348",103174,"2005",NA,NA
"2355",103174,"1999",NA,NA
"2357",103174,"2001",NA,NA
"2358",103174,"2002",NA,NA
"2359",103174,"2008",NA,NA
"2361",103175,"2005",6,111
"2362",103175,"2005",2,61
"2363",103175,"2006",NA,NA
"2364",103175,"2007",2,83
"2365",103175,"2007",2,73
"2367",103176,"1997",6,57
"2368",103176,"2001",25,950
"2369",103176,"2003",61,1717
"2370",103176,"2001",38,1521
"2371",103176,"2000",5,200
"2372",103176,"1999",1,73
"2373",103176,"1998",0,136
"2374",103176,"2005",31,833
"2375",103176,"2000",11,427
"2376",103176,"2002",46,1873
"2377",103176,"2004",51,2060
"2378",103176,"2002",NA,NA
"2379",103176,"2003",NA,NA
"2380",103176,"2004",NA,NA
"2381",103181,"2002",7,52
"2382",103181,"2007",40,448
"2383",103181,"2003",54,465
"2384",103181,"2005",58,628
"2385",103181,"2008",NA,NA
"2386",103181,"2000",NA,NA
"2387",103181,"2002",22,334
"2388",103181,"2001",89,907
"2389",103181,"2004",31,519
"2392",103181,"1995",1,53
"2393",103181,"2006",71,1342
"2394",103181,"2005",124,1408
"2395",103181,"2001",125,1969
"2396",103181,"2004",30,383
"2397",103181,"2008",53,632
"2398",103181,"2003",49,622
"2399",103181,"2009",8,155
"2400",103181,"1995",4,109
"2401",103182,"1996",1,55
"2402",103182,"2000",NA,NA
"2403",103182,"1997",3,191
"2404",103182,"1998",NA,NA
"2405",103182,"2001",NA,NA
"2406",103182,"2005",3,84
"2407",103182,"1998",5,175
"2408",103182,"1999",45,1231
"2409",103182,"1996",NA,NA
"2410",103182,"2003",4,344
"2411",103182,"1999",NA,NA
"2412",103182,"1995",2,55
"2413",103182,"2003",4,271
"2414",103182,"2001",52,1507
"2415",103182,"2002",NA,NA
"2416",103182,"1994",1,68
"2418",103184,"2006",3,66
"2421",103184,"2002",19,89
"2422",103184,"2002",28,220
"2423",103184,"2004",5,74
"2424",103184,"2007",NA,NA
"2425",103184,"1997",3,48
"2426",103184,"2000",46,531
"2427",103184,"2000",35,313
"2428",103184,"2008",NA,NA
"2429",103184,"1999",25,391
"2430",103184,"2005",NA,NA
"2431",103184,"2003",28,241
"2432",103184,"1999",8,90
"2433",103184,"2009",NA,NA
"2434",103184,"1998",22,321
"2436",103185,"2007",1,55
"2437",103185,"2000",5,159
"2438",103185,"2001",4,41
"2440",103185,"2008",NA,NA
"2442",103185,"1997",5,88
"2446",103185,"2003",1,63
"2449",103188,"2001",27,613
"2450",103188,"2010",65,1809
"2451",103188,"2000",1,56
"2452",103188,"2006",3,182
"2454",103188,"2013",12,572
"2455",103188,"2010",29,759
"2456",103188,"2012",44,898
"2457",103188,"2003",2,73
"2458",103188,"2007",40,1384
"2461",103188,"2003",0,85
"2465",103188,"2014",32,981
"2471",103188,"2011",49,876
"2472",103188,"2012",22,835
"2473",103188,"2009",7,380
"2474",103193,"2001",93,948
"2475",103193,"2004",8,139
"2477",103193,"2003",4,57
"2500",103201,"2000",NA,NA
"2504",103201,"2005",NA,NA
"2513",103204,"2005",3,64
"2524",103205,"2003",NA,NA
"2529",103206,"2002",NA,NA
"2534",103206,"1997",17,455
"2537",103206,"2001",NA,NA
"2569",103229,"1997",NA,NA
"2573",103229,"2002",NA,NA
"2574",103229,"2010",NA,NA
"2575",103229,"2004",NA,NA
"2577",103230,"2003",2,56
"2578",103230,"2003",7,54
"2579",103230,"2005",5,104
"2580",103238,"2004",10,123
"2584",103238,"2003",11,178
"2585",103240,"2005",146,2046
"2586",103240,"2006",44,1321
"2587",103240,"1996",1,78
"2588",103240,"2009",38,487
"2594",103240,"2006",39,539
"2595",103240,"2001",22,198
"2597",103240,"1999",5,134
"2600",103240,"2010",9,183
"2602",103240,"2003",7,68
"2603",103240,"2007",51,937
"2604",103240,"2000",18,352
"2606",103240,"2000",12,129
"2608",103248,"2005",NA,NA
"2609",103248,"2010",8,35
"2610",103248,"2006",3,151
"2611",103248,"2007",10,104
"2612",103248,"2008",NA,NA
"2617",103248,"2009",NA,NA
"2621",103248,"2000",NA,NA
"2625",103250,"2000",9,180
"2628",103250,"1999",0,70
"2630",103250,"1999",2,85
"2633",103252,"1999",NA,NA
"2636",103252,"1996",0,170
"2637",103252,"1999",37,1630
"2638",103252,"2006",75,1371
"2639",103252,"2001",86,2460
"2640",103252,"1997",NA,NA
"2641",103252,"2004",58,1970
"2642",103252,"2009",19,529
"2643",103252,"2002",53,1774
"2644",103252,"2002",NA,NA
"2645",103252,"1997",20,675
"2646",103252,"2005",70,1764
"2647",103252,"1998",1,88
"2648",103252,"2007",12,292
"2650",103252,"2003",32,1337
"2651",103252,"2006",42,1461
"2652",103252,"2008",11,122
"2653",103252,"1996",3,143
"2654",103252,"2003",NA,NA
"2655",103252,"2007",20,856
"2660",103252,"1998",7,443
"2662",103254,"2003",6,136
"2663",103254,"2001",NA,NA
"2664",103254,"2002",11,171
"2665",103254,"2008",NA,NA
"2666",103254,"2007",12,97
"2667",103254,"2001",5,78
"2668",103254,"2002",20,152
"2669",103254,"2005",5,74
"2671",103264,"1999",NA,NA
"2672",103264,"2001",NA,NA
"2673",103264,"2003",10,328
"2674",103264,"2003",45,890
"2677",103264,"1997",11,112
"2679",103264,"2004",1,35
"2680",103264,"2002",6,264
"2681",103264,"2000",NA,NA
"2683",103264,"1998",54,1552
"2684",103264,"1998",31,1006
"2687",103280,"1998",10,66
"2689",103280,"2004",NA,NA
"2690",103280,"2003",NA,NA
"2691",103280,"2002",NA,NA
"2693",103280,"2001",5,85
"2694",103280,"2007",53,607
"2697",103285,"2006",285,2306
"2698",103285,"2009",NA,NA
"2699",103285,"2016",NA,NA
"2700",103285,"2006",108,1322
"2702",103285,"2002",140,1278
"2703",103285,"2008",NA,NA
"2705",103285,"2015",40,835
"2708",103285,"1999",22,165
"2710",103285,"2015",38,442
"2714",103285,"2013",NA,NA
"2722",103285,"2016",55,776
"2723",103285,"2011",NA,NA
"2731",103286,"2007",NA,NA
"2736",103292,"2010",3,90
"2738",103292,"2009",5,100
"2739",103292,"2008",1,49
"2740",103292,"2003",NA,NA
"2742",103292,"2001",78,2125
"2743",103292,"2004",48,2030
"2744",103292,"2000",52,1896
"2747",103292,"2006",85,2087
"2748",103292,"2000",NA,NA
"2749",103292,"2002",NA,NA
"2751",103292,"2006",NA,NA
"2755",103294,"2003",NA,NA
"2756",103294,"2008",13,261
"2758",103294,"2010",NA,NA
"2759",103294,"2004",NA,NA
"2760",103294,"2009",NA,NA
"2761",103294,"2008",10,371
"2762",103294,"2005",41,1240
"2763",103294,"2002",25,1572
"2767",103294,"2002",31,886
"2774",103296,"2001",1,116
"2776",103296,"2000",NA,NA
"2786",103305,"2001",1,102
"2787",103305,"2004",16,412
"2788",103305,"2002",0,73
"2789",103305,"2000",16,367
"2790",103305,"2004",8,186
"2791",103305,"2005",1,101
"2792",103305,"2000",22,313
"2793",103305,"2005",1,76
"2794",103316,"2005",NA,NA
"2795",103318,"2003",6,77
"2796",103318,"2005",1,110
"2797",103318,"1998",NA,NA
"2798",103318,"2004",NA,NA
"2799",103318,"1997",2,61
"2800",103318,"2003",41,934
"2801",103318,"2002",16,491
"2802",103318,"2004",1,89
"2803",103318,"2002",28,601
"2804",103318,"1999",NA,NA
"2805",103319,"2002",NA,NA
"2806",103319,"2005",29,172
"2807",103319,"2006",18,200
"2809",103319,"2004",101,1013
"2810",103319,"2005",NA,NA
"2811",103319,"2006",25,297
"2812",103319,"2003",73,821
"2813",103319,"1999",11,168
"2814",103319,"2003",43,287
"2815",103319,"2002",78,687
"2816",103319,"2004",142,822
"2817",103319,"2000",9,51
"2818",103325,"2007",69,645
"2819",103325,"2006",NA,NA
"2820",103325,"2005",NA,NA
"2822",103325,"2006",154,1477
"2823",103325,"2003",NA,NA
"2824",103325,"2004",NA,NA
"2825",103325,"2007",76,455
"2826",103333,"2005",NA,NA
"2830",103333,"2021",58,271
"2831",103333,"2000",NA,NA
"2832",103333,"2019",309,1290
"2833",103333,"2009",NA,NA
"2834",103333,"2019",184,736
"2835",103333,"2001",27,136
"2836",103333,"2003",109,608
"2839",103333,"2015",572,2331
"2841",103333,"2015",875,3034
"2843",103333,"2018",413,1738
"2844",103333,"2021",51,194
"2847",103333,"2011",NA,NA
"2851",103333,"2007",NA,NA
"2852",103333,"2003",172,860
"2853",103333,"2014",468,1986
"2856",103333,"2006",310,1410
"2857",103333,"2002",NA,NA
"2858",103333,"2013",237,1155
"2864",103339,"2006",19,234
"2866",103339,"1998",5,54
"2870",103339,"2004",11,60
"2871",103344,"2012",62,459
"2875",103344,"2003",NA,NA
"2876",103344,"2005",NA,NA
"2877",103344,"1997",10,58
"2879",103344,"2008",NA,NA
"2880",103344,"2000",NA,NA
"2883",103344,"1999",74,909
"2884",103344,"1998",NA,NA
"2887",103344,"2010",NA,NA
"2889",103344,"2010",336,2109
"2893",103344,"2006",NA,NA
"2894",103344,"1999",NA,NA
"2898",103356,"2000",NA,NA
"2899",103356,"2001",NA,NA
"2901",103356,"2000",32,891
"2912",103373,"2009",5,473
"2914",103373,"2008",54,1383
"2927",103385,"2003",18,119
"2929",103385,"2005",21,167
"2930",103385,"2004",8,86
"2938",103387,"1999",NA,NA
"2940",103387,"2004",NA,NA
"2941",103387,"2007",9,62
"2943",103387,"2000",NA,NA
"2944",103393,"2006",0,67
"2945",103393,"2008",NA,NA
"2947",103393,"2010",4,144
"2954",103393,"2001",3,203
"2957",103395,"2003",4,123
"2959",103395,"2002",3,140
"2963",103395,"2010",6,77
"2964",103395,"2009",1,53
"2971",103401,"2008",14,722
"2972",103401,"2016",6,89
"2974",103401,"2013",25,425
"2980",103401,"2009",33,781
"2983",103401,"2015",4,71
"2989",103401,"2006",NA,NA
"2995",103403,"2001",7,124
"2996",103403,"2007",2,73
"2997",103403,"2005",1,67
"2999",103403,"2004",1,50
"3000",103403,"2005",2,60
"3001",103408,"2004",10,794
"3005",103408,"2005",3,64
"3007",103408,"2005",4,168
"3016",103413,"2001",NA,NA
"3019",103420,"2002",3,458
"3020",103420,"2008",NA,NA
"3021",103420,"1996",0,142
"3022",103420,"1998",3,106
"3032",103420,"2001",68,1469
"3033",103420,"2000",12,442
"3038",103424,"2006",7,132
"3039",103427,"2010",NA,NA
"3041",103427,"2004",NA,NA
"3042",103427,"2002",NA,NA
"3046",103428,"2003",NA,NA
"3047",103428,"2011",43,2049
"3048",103428,"2007",NA,NA
"3051",103428,"2009",NA,NA
"3058",103428,"2009",25,1036
"3059",103428,"2004",NA,NA
"3062",103428,"2001",46,880
"3063",103428,"2001",53,792
"3064",103428,"2008",20,918
"3067",103429,"2003",37,707
"3068",103429,"2011",18,296
"3070",103429,"2011",1,102
"3071",103429,"2003",30,370
"3072",103429,"2009",9,147
"3073",103429,"2010",NA,NA
"3074",103429,"2008",NA,NA
"3075",103429,"2009",33,470
"3078",103429,"2004",12,390
"3082",103435,"2008",7,64
"3083",103435,"2008",12,56
"3084",103437,"2009",1,51
"3085",103437,"2008",1,44
"3086",103444,"2006",12,425
"3087",103444,"2009",8,192
"3092",103444,"2011",NA,NA
"3093",103444,"1999",1,55
"3094",103444,"2008",NA,NA
"3095",103444,"2013",NA,NA
"3098",103444,"2003",30,1122
"3099",103444,"2002",3,461
"3100",103444,"2005",34,1369
"3101",103444,"2012",NA,NA
"3102",103444,"2003",24,1393
"3103",103444,"2000",5,106
"3106",103444,"2009",NA,NA
"3107",103444,"2001",8,273
"3114",103451,"1998",1,50
"3115",103451,"2012",42,595
"3118",103451,"2003",7,112
"3121",103451,"2010",31,526
"3122",103451,"2011",16,501
"3123",103451,"2013",5,127
"3124",103451,"2006",85,1881
"3127",103451,"2011",6,146
"3129",103451,"2008",15,224
"3130",103451,"2010",49,1042
"3131",103451,"2014",5,123
"3132",103451,"2005",56,1205
"3133",103451,"2001",6,296
"3134",103451,"2008",12,342
"3135",103451,"2001",20,191
"3136",103451,"2006",59,1176
"3137",103451,"2004",18,283
"3138",103451,"2004",26,299
"3139",103451,"2000",7,268
"3140",103451,"2013",15,287
"3141",103451,"2002",16,456
"3142",103451,"2005",50,738
"3143",103454,"1998",NA,NA
"3144",103454,"2013",2,123
"3145",103454,"1998",7,127
"3147",103454,"2003",NA,NA
"3149",103454,"2006",NA,NA
"3154",103454,"1996",NA,NA
"3155",103454,"2012",3,56
"3156",103454,"2004",114,2284
"3157",103454,"1997",3,127
"3160",103454,"2008",40,909
"3161",103454,"2005",NA,NA
"3169",103455,"2003",NA,NA
"3171",103465,"2003",3,97
"3172",103465,"2005",3,57
"3173",103467,"2006",NA,NA
"3174",103468,"2002",NA,NA
"3175",103468,"2005",5,220
"3182",103470,"2003",93,828
"3184",103470,"2003",56,475
"3186",103470,"2009",131,1301
"3187",103470,"2011",42,354
"3188",103470,"2005",21,170
"3189",103470,"2004",29,259
"3190",103470,"2006",58,505
"3191",103470,"2011",44,608
"3193",103470,"2004",39,298
"3194",103470,"2010",52,469
"3196",103470,"2009",122,701
"3197",103470,"2012",6,64
"3198",103472,"2004",NA,NA
"3200",103472,"2006",NA,NA
"3206",103472,"2003",NA,NA
"3207",103484,"2013",56,622
"3208",103484,"2010",74,1442
"3211",103484,"2013",82,1244
"3212",103484,"2011",NA,NA
"3222",103484,"2008",NA,NA
"3223",103484,"2009",NA,NA
"3224",103484,"2004",48,991
"3225",103484,"2003",NA,NA
"3230",103487,"2006",9,229
"3233",103487,"2001",NA,NA
"3235",103487,"2002",11,367
"3236",103487,"2007",NA,NA
"3237",103487,"2000",3,205
"3238",103487,"2005",18,218
"3240",103487,"2002",2,102
"3248",103490,"2008",39,559
"3249",103490,"2005",49,731
"3252",103490,"2008",57,1250
"3253",103490,"2004",NA,NA
"3256",103498,"2000",NA,NA
"3258",103498,"2006",NA,NA
"3262",103498,"2001",NA,NA
"3263",103498,"2002",NA,NA
"3265",103498,"2009",NA,NA
"3267",103498,"1998",NA,NA
"3268",103498,"2003",80,902
"3273",103499,"2015",NA,NA
"3275",103499,"2000",NA,NA
"3286",103499,"2016",2,92
"3288",103499,"2003",NA,NA
"3296",103499,"2002",NA,NA
"3304",103503,"2005",31,566
"3305",103503,"2009",0,46
"3308",103504,"1999",NA,NA
"3312",103504,"2002",NA,NA
"3313",103504,"2006",NA,NA
"3315",103505,"2002",3,112
"3316",103505,"2005",NA,NA
"3318",103505,"2001",NA,NA
"3321",103506,"2009",NA,NA
"3326",103506,"2005",1,45
"3327",103506,"2006",11,412
"3328",103506,"2010",5,302
"3329",103506,"2005",3,103
"3330",103506,"2004",14,466
"3346",103507,"2007",70,1763
"3353",103507,"1999",30,1166
"3356",103507,"2003",NA,NA
"3366",103516,"2006",30,379
"3376",103521,"2008",2,49
"3381",103523,"2005",NA,NA
"3382",103523,"2012",NA,NA
"3383",103523,"2011",NA,NA
"3384",103523,"2008",NA,NA
"3387",103523,"2009",NA,NA
"3390",103523,"2010",NA,NA
"3391",103523,"2006",7,58
"3392",103523,"2003",NA,NA
"3393",103525,"2007",NA,NA
"3394",103525,"2004",NA,NA
"3395",103525,"1998",NA,NA
"3396",103525,"2003",NA,NA
"3397",103525,"2005",NA,NA
"3398",103525,"2006",NA,NA
"3399",103525,"2011",NA,NA
"3400",103525,"2001",NA,NA
"3401",103525,"1999",NA,NA
"3402",103525,"2000",NA,NA
"3403",103525,"2008",NA,NA
"3404",103525,"2002",NA,NA
"3405",103525,"2009",NA,NA
"3406",103525,"2010",NA,NA
"3407",103529,"2002",NA,NA
"3408",103529,"2021",7,73
"3409",103529,"2015",NA,NA
"3410",103529,"2004",NA,NA
"3411",103529,"2000",NA,NA
"3412",103529,"2003",NA,NA
"3413",103529,"1998",NA,NA
"3414",103529,"2012",NA,NA
"3415",103529,"2006",NA,NA
"3416",103529,"2007",51,362
"3417",103529,"2001",NA,NA
"3418",103529,"2022",6,65
"3419",103529,"2007",31,303
"3420",103529,"1999",NA,NA
"3422",103529,"2017",19,171
"3423",103529,"2005",NA,NA
"3424",103529,"2024",13,92
"3425",103529,"2023",NA,NA
"3426",103529,"2011",NA,NA
"3427",103529,"2013",NA,NA
"3428",103529,"2009",NA,NA
"3429",103529,"2018",7,57
"3430",103529,"2010",NA,NA
"3431",103529,"2017",45,126
"3432",103529,"2008",7,72
"3433",103529,"2018",20,78
"3434",103529,"2008",59,321
"3435",103529,"2014",NA,NA
"3436",103530,"2005",6,88
"3437",103530,"2005",5,53
"3438",103530,"2008",4,37
"3439",103530,"2004",7,99
"3440",103530,"2003",9,200
"3441",103530,"2003",22,158
"3442",103530,"2007",36,425
"3443",103530,"2007",27,366
"3444",103530,"2006",17,306
"3445",103530,"2001",5,51
"3446",103531,"2010",NA,NA
"3447",103531,"2017",7,71
"3448",103531,"2012",NA,NA
"3449",103531,"2011",NA,NA
"3450",103534,"2009",55,1358
"3451",103534,"2004",3,74
"3452",103534,"2005",4,110
"3453",103534,"2005",NA,NA
"3454",103534,"2008",11,284
"3455",103534,"2006",3,123
"3456",103534,"2009",27,335
"3457",103534,"2004",1,83
"3458",103534,"2012",4,161
"3459",103534,"2012",5,71
"3460",103534,"2011",2,58
"3461",103534,"2008",43,890
"3463",103534,"2007",68,1134
"3464",103534,"2007",26,827
"3465",103535,"2005",5,153
"3466",103535,"2003",5,98
"3467",103535,"2004",71,1119
"3468",103535,"2010",12,197
"3469",103535,"2008",23,273
"3470",103535,"2005",20,495
"3471",103535,"2006",31,731
"3472",103535,"2004",65,1342
"3473",103535,"2002",6,195
"3474",103535,"2008",23,735
"3475",103535,"2009",6,181
"3476",103535,"2006",20,191
"3477",103535,"2007",NA,NA
"3478",103538,"2006",12,83
"3479",103538,"2006",23,136
"3480",103543,"2010",7,118
"3481",103543,"2010",8,127
"3482",103543,"2008",16,231
"3483",103543,"2008",18,372
"3484",103544,"2007",NA,NA
"3485",103544,"2003",NA,NA
"3486",103544,"2005",11,100
"3487",103544,"2000",NA,NA
"3488",103544,"2004",NA,NA
"3489",103544,"2003",28,252
"3491",103544,"2006",NA,NA
"3492",103544,"2009",NA,NA
"3493",103544,"2005",5,59
"3494",103544,"2001",NA,NA
"3495",103553,"2008",NA,NA
"3496",103553,"2001",7,152
"3497",103553,"2007",15,382
"3498",103553,"2008",5,132
"3500",103553,"2007",7,115
"3501",103559,"2005",7,92
"3502",103559,"2005",NA,NA
"3503",103565,"2013",8,193
"3504",103565,"2018",19,172
"3505",103565,"2014",38,415
"3506",103565,"2016",66,1335
"3507",103565,"2017",3,61
"3508",103565,"2020",8,96
"3509",103565,"2010",31,1378
"3510",103565,"2014",38,820
"3513",103565,"2015",7,53
"3514",103565,"2004",1,57
"3515",103565,"2015",22,503
"3516",103565,"2004",5,159
"3517",103565,"2011",8,341
"3518",103565,"2012",5,199
"3519",103565,"2010",32,860
"3520",103565,"2018",3,86
"3521",103565,"2013",12,192
"3522",103565,"2011",12,207
"3523",103566,"2006",NA,NA
"3524",103566,"2009",92,1062
"3525",103566,"2010",NA,NA
"3527",103566,"2008",NA,NA
"3528",103566,"2004",87,1029
"3529",103566,"2000",41,354
"3530",103566,"2007",160,1269
"3531",103566,"2009",208,1152
"3532",103566,"2014",32,273
"3533",103566,"2005",91,1680
"3534",103566,"2012",134,1019
"3535",103566,"2011",177,1389
"3537",103566,"2002",NA,NA
"3538",103566,"2000",47,664
"3546",103566,"2004",111,1401
