"surface","tourney_level","tourney_date","winner1_id","winner2_id","winner_seed","winner_entry","loser1_id","loser2_id","loser_seed","loser_entry","score","round","winner1_hand","winner2_hand","loser1_hand","loser2_hand","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"Clay","A",20000724,101341,101327,8,"",102215,101817,2,"","6-3 3-6 6-3","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101341,101327,8,"",101904,102092,5,"","6-4 7-6","SF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,102215,101817,2,"",101885,102800,7,"","6-4 7-6","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101904,102092,5,"",102463,101507,4,"","6-3 6-1","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101841,101668,6,"",102057,102458,NA,"","6-4 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101341,101327,8,"",101826,102287,NA,"","6-4 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101826,102287,NA,"",101761,101490,1,"","6-3 6-2","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,102057,102458,NA,"",101682,101543,3,"","7-6 6-4","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,102463,101507,4,"",103602,103454,NA,"WC","6-2 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101904,102092,5,"",102664,101779,NA,"","3-6 6-1 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101841,101668,6,"",103201,102522,NA,"LL","4-6 7-6 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101885,102800,7,"",103594,101582,NA,"WC","6-1 7-5","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101341,101327,8,"",102149,102636,NA,"","2-6 7-6 6-2","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,102057,102458,NA,"",102135,102587,NA,"","4-6 6-1 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,103201,102522,NA,"LL",109183,102168,NA,"Q","6-0 3-6 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101806,101249,NA,"",103580,102666,NA,"","7-6 7-5","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,103602,103454,NA,"WC",103252,102139,NA,"","6-4 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,101826,102287,NA,"",102258,102312,NA,"","3-6 1-0 RET","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,103594,101582,NA,"WC",102145,102239,NA,"","3-6 6-3 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,102664,101779,NA,"",102536,102783,NA,"WC","3-6 6-1 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000724,102149,102636,NA,"",102775,102659,NA,"","6-2 6-4","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102562,101866,1,"",102463,101515,NA,"","5-7 6-2 6-3","F","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102562,101866,1,"",101682,101249,3,"","6-3 6-2","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102463,101515,NA,"",102388,102501,NA,"","3-6 6-3 6-3","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102562,101866,1,"",102426,101602,NA,"","6-4 6-3","QF","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101682,101249,3,"",102306,102783,NA,"WC","6-4 3-6 7-5","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102463,101515,NA,"",102796,103498,NA,"WC","3-6 6-3 6-2","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102388,102501,NA,"",102600,102881,NA,"LL","6-3 6-1","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102562,101866,1,"",101806,101904,NA,"","6-3 6-4","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101682,101249,3,"",102369,101668,NA,"","3-6 7-6 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102796,103498,NA,"WC",101761,101490,4,"","7-6 3-6 6-3","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102463,101515,NA,"",101507,102312,NA,"","6-4 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102388,102501,NA,"",101792,102023,NA,"Q","6-1 4-6 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102426,101602,NA,"",101841,101327,NA,"","4-6 6-3 7-5","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102306,102783,NA,"WC",102215,101817,NA,"","6-7 6-2 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102600,102881,NA,"LL",101373,101463,NA,"WC","7-6 6-1","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101507,102984,1,"",101341,101806,NA,"","W/O","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101507,102984,1,"",103115,102904,NA,"","6-4 6-0","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101341,101806,NA,"",102057,103252,NA,"","6-2 6-3","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101507,102984,1,"",102607,102426,NA,"","6-2 4-6 6-4","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101341,101806,NA,"",102388,102501,2,"","6-1 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,102057,103252,NA,"",102251,102585,NA,"","3-6 6-3 7-5","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,103115,102904,NA,"",102247,101717,NA,"","6-4 3-6 6-3","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101507,102984,1,"",102572,101997,NA,"WC","6-3 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,102388,102501,2,"",102135,102258,NA,"Q","6-4 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,103115,102904,NA,"",101841,101668,3,"","7-5 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,102251,102585,NA,"",102139,102092,4,"","6-2 6-3","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,101341,101806,NA,"",103716,104022,NA,"WC","6-3 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,102607,102426,NA,"",101826,102312,NA,"","6-4 7-6","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,102057,103252,NA,"",102287,101602,NA,"","6-1 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000925,102247,101717,NA,"",103487,102738,NA,"WC","6-2 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102369,102148,NA,"WC",101515,101730,3,"","7-6 4-6 7-6","F","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,101515,101730,3,"",101904,102092,NA,"","7-6 5-7 7-6","SF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102369,102148,NA,"WC",102374,103324,NA,"WC","6-4 RET","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102369,102148,NA,"WC",102998,102795,NA,"","7-6 6-7 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102374,103324,NA,"WC",101565,101937,NA,"","7-6 6-1","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,101904,102092,NA,"",101507,101490,NA,"","7-6 6-7 7-6","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,101904,102092,NA,"",101682,102025,1,"","0-6 6-4 7-6","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102374,103324,NA,"WC",102215,101817,2,"","6-4 6-7 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,101515,101730,3,"",102765,103566,NA,"WC","4-6 7-6 6-4","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102998,102795,NA,"",102426,101776,4,"","6-7 6-3 7-6","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,101565,101937,NA,"",102398,101758,NA,"","2-6 6-2 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102369,102148,NA,"WC",101353,102556,NA,"LL","7-6 6-1","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,101507,101490,NA,"",102388,102501,NA,"","6-7 7-6 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001016,102149,102636,NA,"Q",101866,101327,NA,"","6-1 7-5","R16","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101515,101730,4,"",103819,103103,NA,"","7-6 4-6 7-6","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101515,101730,4,"",102998,102795,NA,"","6-4 3-6 6-4","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,103819,103103,NA,"",101682,101366,NA,"","7-5 6-2","SF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101682,101366,NA,"",101235,101776,1,"","6-4 3-6 7-6","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,103819,103103,NA,"",101711,101932,3,"","6-2 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101515,101730,4,"",101904,102092,NA,"","7-6 6-3","QF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,102998,102795,NA,"",102567,102839,NA,"WC","6-4 6-7 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101235,101776,1,"",101965,101424,NA,"","6-7 7-6 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,102567,102839,NA,"WC",101704,101097,2,"","6-7 6-4 6-2","R16","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101711,101932,3,"",102405,102233,NA,"","7-6 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101515,101730,4,"",102422,101543,NA,"","6-3 3-6 6-3","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101682,101366,NA,"",103163,103720,NA,"WC","6-3 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,103819,103103,NA,"",101806,102455,NA,"WC","7-5 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,102998,102795,NA,"",101507,102984,NA,"","6-4 5-7 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpet","A",20001023,101904,102092,NA,"",102149,102636,NA,"Q","7-6 6-7 6-4","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102405,102233,NA,"",102422,101543,5,"","6-4 6-7 6-3","F","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102422,101543,5,"",101885,103103,1,"","6-3 5-7 6-3","SF","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102405,102233,NA,"",103454,102987,NA,"4 Q","6-3 4-6 6-2","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,101885,103103,1,"",103294,103694,NA,"LL","6-1 6-2","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102405,102233,NA,"",102035,102184,2,"","6-4 7-5","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102422,101543,5,"",102286,102061,3,"","6-3 6-4","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,103454,102987,NA,"4 Q",101424,103248,NA,"","6-1 6-7 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,101885,103103,1,"",103240,102821,NA,"","W/O","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102035,102184,2,"",102247,101969,NA,"","4-6 6-4 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102286,102061,3,"",102856,101761,NA,"","6-3 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,103454,102987,NA,"4 Q",102664,101779,NA,"","6-3 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102422,101543,5,"",102834,102458,NA,"","6-4 3-6 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102405,102233,NA,"",102198,101821,8,"","6-4 3-6 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,101424,103248,NA,"",102854,102133,NA,"","7-5 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,103294,103694,NA,"LL",102529,102411,NA,"","6-4 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102422,101543,5,"",102982,102667,NA,"WC","6-2 6-2","R32","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,101424,103248,NA,"",101647,101890,6,"","6-4 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,103294,103694,NA,"LL",103115,102904,7,"","4-6 7-5 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102198,101821,8,"",102231,102258,NA,"","2-6 6-3 6-1","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102405,102233,NA,"",102558,102162,NA,"","6-4 6-2","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102247,101969,NA,"",102703,102263,NA,"WC","6-3 2-6 6-1","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102834,102458,NA,"",102057,101602,NA,"","6-2 6-1","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,103240,102821,NA,"",102443,102911,NA,"","6-3 7-6","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102856,101761,NA,"",103131,102434,NA,"WC","6-4 6-2","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102664,101779,NA,"",102271,102567,NA,"Q","5-7 7-6 7-5","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102854,102133,NA,"",102851,102776,NA,"LL","6-4 7-5","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102529,102411,NA,"",102300,102863,NA,"WC","6-4 6-2","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102286,102061,2,"",103103,102184,1,"","6-1 6-2","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,103103,102184,1,"",102422,101543,4,"","6-2 6-4","SF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102286,102061,2,"",103017,102839,NA,"WC","6-2 6-4","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,103103,102184,1,"",102529,102411,NA,"","6-4 4-6 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102286,102061,2,"",102258,102458,NA,"Q","6-7 6-3 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,103017,102839,NA,"WC",102035,101424,3,"","6-0 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102422,101543,4,"",101647,101890,NA,"","7-6 6-4","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,103103,102184,1,"",102856,101761,NA,"","7-6 3-6 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102286,102061,2,"",102558,102162,NA,"","7-6 6-3","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102035,101424,3,"",102405,102233,NA,"","7-6 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102422,101543,4,"",103454,102701,NA,"WC","7-6 7-6","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,103017,102839,NA,"WC",103102,102537,NA,"WC","6-3 6-0","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102258,102458,NA,"Q",101817,102158,NA,"","6-4 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001002,102529,102411,NA,"",103115,102904,NA,"","6-1 2-0 RET","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102338,102800,NA,"",102562,101866,2,"","6-4 6-4","F","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102562,101866,2,"",103018,103498,NA,"WC","6-4 2-6 6-4","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20001009,102338,102800,NA,"",102148,101327,NA,"Q","6-7 7-6 6-4","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
